ufn,semsp_id,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,lice_id_protocol_field,analysis_planned,dissection_status,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,analyzing_lab,quality_level,quality_log
U82,2015-05-23-J03-SO-22,JE107N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-24,None,Present,12.7,NA,102,NA,"From JS thawed fish, experimental data set",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U101,2015-05-23-J03-SO-23,JE107N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-22,None,Present,12.6,NA,113,NA,"From JS thawed fish, experimental data set",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U84,2015-05-23-J03-SO-24,JE107N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-24,None,Present,10.7,NA,100,NA,"From JS thawed fish, experimental data set. 1 cal. cap. disintigrated",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U60,2015-05-23-J03-SO-25,JE107N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-22,None,Present,14,NA,113,NA,"From JS thawed fish, experimental data set",White nematode ~2 cm long in gut region,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U98,2015-05-23-J03-SO-26,JE107N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-24,None,Present,7.7,NA,93,NA,"From JS thawed fish, experimental data set",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U20,2015-05-23-J03-SO-27,JE107N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-22,None,Present,15.7,NA,118,NA,"From JS thawed fish, experimental data set",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U76,2015-05-23-J03-SO-29,JE107N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-23,None,Present,12.5,NA,108,NA,"From JS thawed fish, experimental data set. 1 cal copepod mangled, not retained",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U97,2015-05-23-J03-SO-30,JE107N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-24,None,Present,12.2,NA,102,NA,"From JS thawed fish, experimental data set",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U144,2015-05-23-J09-SO-1,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-06,None,Present,14.8,NA,115,NA,From JS thawed fish. 1 cal cop not retained,1 cal cop not retained,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U153,2015-05-23-J09-SO-2,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-06,None,Present,14.9,NA,115,NA,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U145,2015-05-23-J09-SO-3,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-07,None,Present,14.5,NA,109,NA,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U155,2015-05-23-J09-SO-4,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-07,None,Present,14.4,NA,110,NA,From JS thawed fish,"1 cal cope half found on flank, possible other 1/2 in vial",DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U120,2015-05-23-J09-SO-5,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-06,None,Present,16.9,NA,122,NA,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U151,2015-05-23-J09-SO-6,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-06,None,Present,14.8,NA,116,NA,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U154,2015-05-23-J09-SO-7,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-07,None,Present,12.8,NA,105,NA,From JS thawed fish. 1 mangled caligus chal b not retained,1 mangled caligus chal b not retained,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U143,2015-05-23-J09-SO-8,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-06,None,Present,15.1,NA,113,NA,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U146,2015-05-23-J09-SO-9,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-07,None,Present,13.2,NA,105,NA,From JS thawed fish,Pale liver,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U125,2015-05-23-J09-SO-10,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-07,None,Present,12,NA,104,NA,From JS thawed fish,NA,LP,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U152,2015-05-23-J09-SO-11,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-06,None,Present,21,NA,127,NA,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U142,2015-05-23-J09-SO-12,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-06,None,Present,14.6,NA,116,NA,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U100,2015-05-23-J09-SO-13,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-05,None,Present,15.9,NA,115,NA,From thawed JS fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U119,2015-05-23-J09-SO-14,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-05,None,Present,15,NA,113,NA,From JS thawed fish,1 unidentified organism,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U141,2015-05-23-J09-SO-15,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-06,None,Present,13.7,NA,114,NA,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U164,2015-05-23-J09-SO-16,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,18.6,NA,130,NA,"From JS thawed fish. 1 copepodid destroyed and not retained, carolyn double checked for lice",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U61,2015-05-23-J09-SO-17,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,12.8,NA,108,NA,From thawed JS fish. 2 louse destroyed in vial,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U52,2015-05-23-J09-SO-18,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,18.1,NA,121,NA,From thawed JS fish.,1 otolith,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U53,2015-05-23-J09-SO-19,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-21,None,Present,20.7,NA,125,NA,From thawed JS fish,"Kidneys very pale pink, caudal fin broken",CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U72,2015-05-23-J09-SO-20,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-21,None,Present,12,NA,103,NA,"From thawed JS fish. 1 caligus cope not retained, lunials found in the bag (from louse already collected?)",NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U163,2015-05-23-J09-SO-21,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,15.6,NA,110,NA,From JS thawed fish. Carolyn double checked for lice,Carolyn double checked for lice,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U49,2015-05-23-J09-SO-22,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,13.5,NA,109,NA,From thawed JS fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U62,2015-05-23-J09-SO-23,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,20.2,NA,123,NA,From thawed JS fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U71,2015-05-23-J09-SO-24,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-21,None,Present,13.6,NA,110,NA,"From thawed JS fish. 1 caligus cope didnt see it get into vial, but it was no longer on forceps.",NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U181,2015-05-23-J09-SO-25,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,13.1,NA,109,NA,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U50,2015-05-23-J09-SO-26,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,13.9,NA,114,NA,"From thawed JS fish. 1 unidentified chal b unretained, 1 female cal chal b mangled",NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U73,2015-05-23-J09-SO-27,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-21,None,Present,12.3,NA,113,NA,From thawed JS fish,1 chal b caligus,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U54,2015-05-23-J09-SO-28,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-21,None,Present,15,NA,110,NA,From thawed JS fish. Sample beginning to get soft when RNA taken,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U63,2015-05-23-J09-SO-29,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-21,None,Present,15.6,NA,110,NA,From thawed JS fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U140,2015-05-23-J09-SO-30,JE108N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,13.9,NA,110,NA,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U174,2015-05-23-J10-SO-1,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,12.2,NA,103,NA,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U184,2015-05-23-J10-SO-2,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,13.8,NA,106,NA,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U126,2015-05-23-J10-SO-3,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,11.6,NA,104,NA,From JS thawed fish,NA,LP,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U183,2015-05-23-J10-SO-4,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,13.5,NA,115,NA,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U166,2015-05-23-J10-SO-5,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,14.1,NA,115,NA,"From JS thawed fish, Dylan double checked for lice",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U177,2015-05-23-J10-SO-7,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,14,NA,111,NA,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U167,2015-05-23-J10-SO-8,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,13.5,NA,103,NA,"From JS thawed fish. Cal a not retained, 1 cal b cal retained from u168 by mistake",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U176,2015-05-23-J10-SO-9,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,9.3,NA,96,NA,"From JS thawed fish. Cracked otolith, only 1 retained",Lots of scales missing,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U182,2015-05-23-J10-SO-10,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,NA,NA,112,NA,"From JS thawed fish. Dylan double checked for lice, no weight taken",NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U175,2015-05-23-J10-SO-11,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,11.7,NA,107,NA,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U185,2015-05-23-J10-SO-12,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,10.8,NA,93,NA,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U168,2015-05-23-J10-SO-13,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,10.5,NA,110,NA,From JS thawed fish. 1 cal b cal not retained,1 cal b cal not retained,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U165,2015-05-23-J10-SO-14,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-09,None,Present,13,NA,109,NA,"From JS thawed fish, Dylan double checked for lice",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U186,2015-05-23-J10-SO-15,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-13,None,Present,13,NA,103,NA,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U19,2015-05-23-J10-SO-17,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,9.8,NA,98,NA,From thawed JS fish,"Both lobes of the tail disconected from on removal from bag, 1 louse was too dry to remove from tray it was a cal chal b.",LP,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U37,2015-05-23-J10-SO-18,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-17,None,Present,10.4,NA,95,NA,From thawed JS fish,Was missing most scales when it came out of the bag,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U28,2015-05-23-J10-SO-19,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,11.4,NA,104,NA,"From thawed JS fish. 3 copes, 1 chal a 1 chal b not removed before dissection on pelvic region due to melting",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U45,2015-05-23-J10-SO-20,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-17,None,Present,14,NA,118,NA,From thawed JS fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U51,2015-05-23-J10-SO-21,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,12.2,NA,104,NA,From thawed JS fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U48,2015-05-23-J10-SO-22,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,10.9,NA,103,NA,From thawed JS fish,"Big pred scar on left flank, missing scales",DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U30,2015-05-23-J10-SO-23,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,12.2,NA,106,NA,From thawed JS fish.,1 otolith,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U27,2015-05-23-J10-SO-24,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-17,None,Present,12.7,NA,108,NA,From thawed JS fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U40,2015-05-23-J10-SO-25,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,13.7,NA,106,NA,From thawed JS fish. 1 cal cop not retained,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U47,2015-05-23-J10-SO-26,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,13.4,NA,107,NA,From thawed JS fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U26,2015-05-23-J10-SO-27,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-17,None,Present,13.7,NA,106,NA,From thawed JS fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U29,2015-05-23-J10-SO-28,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-18,None,Present,11.5,NA,100,NA,From thawed JS fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U46,2015-05-23-J10-SO-29,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-17,None,Present,14.4,NA,110,NA,From thawed JS fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U38,2015-05-23-J10-SO-30,JE109N3,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-09-17,None,Present,12.2,NA,108,NA,From thawed JS fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U1411,2015-05-23-D10-PI-1,DE117N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-02-23,None,Present,4.2,NA,80,NA,No scales present to collect,Nematode in body cavity,CK,full_1,lab_fine_2015,NA,HAKAI,Technicianmr,NA
U1375,2015-05-23-D10-PI-2,DE117N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-02-23,None,Present,6.3,NA,85,NA,One otolith,NA,LP,full_1,lab_fine_2015,NA,HAKAI,Technicianmr,NA
U4088,2015-05-23-D08-CU-2,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-11,None,Present,17,109,113,NA,NA,NA,KDB,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4090,2015-05-23-D08-CU-3,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-11,None,Present,8.5,94,98,NA,NA,NA,KDB,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4044,2015-05-23-D08-CU-4,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-10,None,Present,15.3,113,117,NA,NA,NA,CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4089,2015-05-23-D08-CU-5,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-11,None,Present,15.3,109,114,NA,NA,NA,KDB,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4079,2015-05-23-D08-CU-6,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-10,None,Present,14.2,108,113,NA,NA,NA,JG,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4085,2015-05-23-D08-CU-7,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-10,None,Present,15.8,109,116,NA,NA,NA,KDB,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4086,2015-05-23-D08-CU-8,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-11,None,Present,16.6,111,116,NA,NA,NA,KDB,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4092,2015-05-23-D08-CU-9,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-11,None,Present,17.5,111,117,NA,NA,NA,KDB,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4087,2015-05-23-D08-CU-10,DE116N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-11,None,Present,15.4,109,112,NA,NA,NA,KDB,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U5043,2015-05-23-D08-CO-1,DE116N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-28,None,Present,48.6,149,158,NA,NA,NA,CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U5023,2015-05-23-D08-HE-1,DE116N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-25,None,Present,19.8,125,130,NA,NA,NA,KDB,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U492,2015-05-24-D11-SO-5,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,11.1,NA,102,NA,1 chal a cal,NA,KI,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U468,2015-05-24-D11-SO-11,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,15,NA,115,NA,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U466,2015-05-24-D11-SO-12,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,12.6,NA,97,NA,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U408,2015-05-24-D11-SO-13,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,14.7,NA,108,NA,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U467,2015-05-24-D11-SO-14,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,11.1,NA,99,NA,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U328,2015-05-24-D11-SO-15,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,9.3,NA,104,NA,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U409,2015-05-24-D11-SO-16,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,9.2,NA,100,NA,"Cal chal a not retained , weighted after dissection",NA,KI,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U469,2015-05-24-D11-SO-17,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,12.1,NA,101,NA,1 otolith,NA,CK,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U491,2015-05-24-D11-SO-18,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,15.9,NA,115,NA,Possible ad clip ( smal flap),NA,KI,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U410,2015-05-24-D11-SO-19,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,11.6,NA,103,NA,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U470,2015-05-24-D11-SO-20,DE120N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-11-13,None,Present,11.5,NA,103,NA,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U319,2015-05-24-D09-SO-21,DE121N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-29,None,Present,9.2,NA,102,NA,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U331,2015-05-24-D09-SO-22,DE121N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-29,None,Present,10.2,NA,101,NA,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U308,2015-05-24-D09-SO-23,DE121N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-29,None,Present,11.1,NA,103,NA,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U318,2015-05-24-D09-SO-24,DE121N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-29,None,Present,8.3,NA,91,NA,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U332,2015-05-24-D09-SO-25,DE121N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-29,None,Present,8.7,NA,97,NA,No otoliths collected,NA,CK,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U299,2015-05-24-D09-SO-26,DE121N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-29,None,Present,15.3,NA,119,NA,Louse numbers for this vial and for u300 were tallied on the wrong line on the data sheet so a mistake may have been made with tally (i realized and estimated what the numbers should have been),NA,CK,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
U307,2015-05-24-D09-SO-27,DE121N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2015-10-29,None,Present,9.2,NA,101,NA,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,HAKAI,Technicianmr,NA
