hakai_id,cm_lab,cpaf_lab,caf_lab,cgf_lab,ucal_lab,lpaf_lab,lpam_lab,lam_lab,laf_lab,lgf_lab,ulep_lab,lab_count_motiles,comments,quality_level,quality_log
U162,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U158,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U137,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U171,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U136,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U139,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U133,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U172,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U159,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U75,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U66,0,0,0,0,0,0,0,0,0,1,0,1,NA,Raw,NA
U64,2,0,1,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U65,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U68,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U74,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U55,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U56,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U59,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U77,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U80,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U83,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U103,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U89,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U115,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U85,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U95,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U96,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U122,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U111,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U94,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U106,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U121,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U93,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U87,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U58,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U70,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U91,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U92,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U79,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U1259,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1249,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U197,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U380,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U397,2,1,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U398,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U375,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U379,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U378,0,0,1,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U390,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U394,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U377,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U376,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U396,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U505,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U506,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U456,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U515,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U454,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U514,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U455,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U503,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U513,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U504,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U113,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U114,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U88,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U90,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U124,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U105,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U123,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U118,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U108,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U104,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U107,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U112,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U117,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U116,1,0,0,0,0,0,1,0,0,0,0,2,NA,Raw,NA
U109,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U81,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U78,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U86,0,0,0,0,0,0,1,0,0,0,0,1,NA,Raw,NA
U69,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U57,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U102,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U82,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U101,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U84,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U60,2,1,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U98,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U20,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U76,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U97,2,1,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U144,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U153,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U145,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U155,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U120,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U151,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U154,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U143,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U146,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U125,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U152,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U142,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U100,2,2,0,0,0,0,0,0,0,0,0,4,NA,Raw,NA
U119,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U141,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U164,1,0,0,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U61,2,0,0,0,0,0,0,0,0,1,0,3,NA,Raw,NA
U52,0,0,0,0,0,0,0,0,0,2,0,2,NA,Raw,NA
U53,0,0,0,0,0,0,0,0,0,1,0,1,NA,Raw,NA
U72,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U163,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U49,0,0,0,0,0,0,0,0,0,2,0,2,NA,Raw,NA
U62,0,1,0,0,0,0,0,0,0,2,0,3,NA,Raw,NA
U71,1,2,0,0,0,0,0,0,0,1,0,4,NA,Raw,NA
U181,1,0,0,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U50,0,0,0,0,0,0,0,0,0,4,0,4,NA,Raw,NA
U73,0,1,0,0,0,0,0,0,0,2,0,3,NA,Raw,NA
U54,0,0,0,0,0,0,0,0,0,1,0,1,NA,Raw,NA
U63,0,0,0,0,0,0,0,0,0,2,0,2,NA,Raw,NA
U140,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U174,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U184,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U126,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U183,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U166,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U177,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U167,0,0,0,0,0,0,1,0,0,0,0,1,NA,Raw,NA
U176,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U182,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U175,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U185,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U168,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U165,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U186,1,0,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U19,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U37,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U28,0,0,0,0,0,0,0,0,0,1,0,1,NA,Raw,NA
U45,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U51,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U48,1,0,0,0,0,0,0,0,0,2,0,3,NA,Raw,NA
U30,0,0,0,0,0,0,0,0,0,1,0,1,NA,Raw,NA
U27,1,0,0,0,0,0,0,0,0,1,0,2,NA,Raw,NA
U40,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U47,0,1,0,0,0,0,0,0,0,2,0,3,NA,Raw,NA
U26,0,0,1,0,0,0,0,0,0,1,0,2,NA,Raw,NA
U29,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U46,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U38,0,0,1,0,0,0,1,0,0,0,0,2,NA,Raw,NA
U4088,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4090,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4044,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4089,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4079,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4085,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4086,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4092,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4087,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5043,0,0,0,0,0,1,1,1,0,0,0,3,NA,Raw,NA
U5023,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U492,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U468,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U466,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U408,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U467,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U328,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U409,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U469,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U491,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U410,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U470,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U319,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U331,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U308,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U318,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U332,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U299,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U307,2,1,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U317,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U333,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U300,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1208,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1214,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1213,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1215,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1221,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U1222,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1180,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1206,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1207,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1216,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1374,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1186,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1187,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1391,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1373,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1120,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1372,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1384,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1383,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1119,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2921,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2833,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2832,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2922,1,0,1,1,0,0,0,0,0,0,0,3,NA,Raw,NA
U2923,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1296,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U483,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U484,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U494,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U496,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U485,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U486,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U495,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U497,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U493,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U482,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1182,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1116,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U748,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U978,1,2,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U980,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1181,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U977,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U979,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1115,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U610,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1112,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U976,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U699,1,0,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U700,2,0,0,0,0,1,0,0,0,0,0,3,NA,Raw,NA
U975,1,0,0,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U973,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U606,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U747,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U607,2,1,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U1114,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U608,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U609,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U744,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U974,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1113,1,0,1,0,1,0,0,0,0,0,0,3,NA,Raw,NA
U746,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U745,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1111,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U743,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U698,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U605,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U414,1,0,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U423,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U415,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U416,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U413,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U422,1,4,0,0,0,0,0,0,0,0,0,5,NA,Raw,NA
U412,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U421,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U400,2,1,0,0,1,0,0,0,0,0,0,4,NA,Raw,NA
U424,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U335,0,0,0,0,0,1,0,0,0,0,0,1,NA,Raw,NA
U342,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U351,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U343,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U336,2,1,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U309,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U341,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U320,0,1,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U334,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U310,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U749,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1184,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U750,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1117,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1381,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1371,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1382,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1183,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1185,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1118,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1347,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U475,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1348,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U476,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U601,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,1: Fish fell on floor
U602,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U603,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U477,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U692,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U691,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U695,0,1,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1350,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U478,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U694,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U480,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U697,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U696,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U479,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U693,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1349,2,1,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U3239,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3124,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3117,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3120,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3125,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3123,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4073,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3749,1,0,0,0,0,1,0,0,0,0,0,2,NA,Raw,NA
U4075,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4076,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4042,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4074,0,0,0,0,0,0,0,0,1,0,0,1,NA,Raw,NA
U4060,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2636,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3012,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2933,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3018,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4043,0,0,0,0,0,0,0,1,0,0,0,1,NA,Raw,NA
U3189,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U1142,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1138,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1106,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1107,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1137,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1141,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1143,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1139,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1136,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1105,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3064,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3057,0,0,0,0,0,0,0,0,0,0,1,1,NA,Raw,NA
U3054,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3061,0,0,0,0,0,0,0,1,0,0,0,1,NA,Raw,NA
U3055,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3053,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3172,0,1,0,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U3175,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U406,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U404,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U462,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U463,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U405,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U464,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U407,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U403,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U461,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U465,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U444,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U438,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U439,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U327,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U445,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U436,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U443,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U442,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U437,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U441,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U3098,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3119,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3097,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3116,0,0,0,0,0,1,0,0,0,0,0,1,NA,Raw,NA
U3115,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3271,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3256,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3248,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U955,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U968,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U943,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U930,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U954,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U953,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U966,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U981,1,0,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
