ufn,survey_date,site_id,region,species,louse_species,n_lice,year
U2978,2016-06-14,D09,DI,CU,motile_lep,0,2016
U2979,2016-06-14,D09,DI,CU,motile_lep,0,2016
U3325,2016-06-14,D09,DI,CU,motile_lep,0,2016
U3326,2016-06-14,D09,DI,CU,motile_lep,0,2016
U3327,2016-06-14,D09,DI,CU,motile_lep,0,2016
U3328,2016-06-14,D09,DI,CU,motile_lep,0,2016
U3329,2016-06-14,D09,DI,CU,motile_lep,0,2016
U3501,2016-06-14,D09,DI,CU,motile_lep,0,2016
U3502,2016-06-14,D09,DI,CU,motile_lep,1,2016
U3503,2016-06-14,D09,DI,CU,motile_lep,0,2016
U3762,2016-06-14,D09,DI,PI,motile_lep,0,2016
U3763,2016-06-14,D09,DI,PI,motile_lep,0,2016
U3764,2016-06-14,D09,DI,PI,motile_lep,0,2016
U3765,2016-06-14,D09,DI,PI,motile_lep,0,2016
U3766,2016-06-14,D09,DI,PI,motile_lep,0,2016
U3767,2016-06-14,D09,DI,PI,motile_lep,0,2016
U3768,2016-06-14,D09,DI,PI,motile_lep,0,2016
U3769,2016-06-14,D09,DI,PI,motile_lep,1,2016
U3770,2016-06-14,D09,DI,PI,motile_lep,0,2016
U3771,2016-06-14,D09,DI,PI,motile_lep,0,2016
U4177,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4292,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4293,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4294,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4295,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4296,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4302,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4303,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4304,2016-06-14,D09,DI,SO,motile_lep,0,2016
U4305,2016-06-14,D09,DI,SO,motile_lep,0,2016
U1871,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1872,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1873,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1874,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1875,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1881,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1882,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1883,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1884,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1885,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4575,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4576,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4577,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4578,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4579,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4580,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4581,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4639,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4640,2016-06-16,D07,DI,SO,motile_lep,0,2016
U4691,2016-06-16,D07,DI,SO,motile_lep,0,2016
U1836,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1837,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1842,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1843,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1847,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1848,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1849,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1850,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1852,2016-06-21,D09,DI,SO,motile_lep,0,2016
U1853,2016-06-21,D09,DI,SO,motile_lep,0,2016
U2952,2016-06-21,D09,DI,CU,motile_lep,0,2016
U2953,2016-06-21,D09,DI,CU,motile_lep,0,2016
U2954,2016-06-21,D09,DI,CU,motile_lep,0,2016
U2955,2016-06-21,D09,DI,CU,motile_lep,0,2016
U2956,2016-06-21,D09,DI,CU,motile_lep,0,2016
U2957,2016-06-21,D09,DI,CU,motile_lep,0,2016
U2981,2016-06-21,D09,DI,CU,motile_lep,0,2016
U2982,2016-06-21,D09,DI,CU,motile_lep,0,2016
U2983,2016-06-21,D09,DI,CU,motile_lep,3,2016
U2984,2016-06-21,D09,DI,CU,motile_lep,0,2016
U3404,2016-06-21,D09,DI,PI,motile_lep,0,2016
U3405,2016-06-21,D09,DI,PI,motile_lep,0,2016
U3406,2016-06-21,D09,DI,PI,motile_lep,2,2016
U3407,2016-06-21,D09,DI,PI,motile_lep,0,2016
U3408,2016-06-21,D09,DI,PI,motile_lep,0,2016
U3409,2016-06-21,D09,DI,PI,motile_lep,0,2016
U3410,2016-06-21,D09,DI,PI,motile_lep,0,2016
U3411,2016-06-21,D09,DI,PI,motile_lep,0,2016
U3412,2016-06-21,D09,DI,PI,motile_lep,2,2016
U3413,2016-06-21,D09,DI,PI,motile_lep,0,2016
U4519,2016-06-21,D09,DI,SO,motile_lep,0,2016
U4540,2016-06-21,D09,DI,SO,motile_lep,0,2016
U4541,2016-06-21,D09,DI,SO,motile_lep,0,2016
U4542,2016-06-21,D09,DI,SO,motile_lep,0,2016
U2076,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2077,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2078,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2079,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2080,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2081,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2082,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2083,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2084,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2085,2016-06-22,D20,DI,SO,motile_lep,0,2016
U2169,2016-06-30,D20,DI,SO,motile_lep,0,2016
U2170,2016-06-30,D20,DI,SO,motile_lep,0,2016
U2171,2016-06-30,D20,DI,SO,motile_lep,0,2016
U2172,2016-06-30,D20,DI,SO,motile_lep,0,2016
U2173,2016-06-30,D20,DI,SO,motile_lep,0,2016
U2174,2016-06-30,D20,DI,SO,motile_lep,0,2016
U2110,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2161,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2162,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2163,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2164,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2165,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2166,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2167,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2168,2016-07-06,D27,DI,SO,motile_lep,0,2016
U2250,2016-07-06,D27,DI,SO,motile_lep,0,2016
U1771,2016-07-06,D09,DI,SO,motile_lep,0,2016
U1772,2016-07-06,D09,DI,SO,motile_lep,0,2016
U1773,2016-07-06,D09,DI,SO,motile_lep,0,2016
U1774,2016-07-06,D09,DI,SO,motile_lep,0,2016
U1786,2016-07-06,D09,DI,SO,motile_lep,0,2016
U1840,2016-07-06,D09,DI,SO,motile_lep,0,2016
U1846,2016-07-06,D09,DI,SO,motile_lep,0,2016
U1851,2016-07-06,D09,DI,SO,motile_lep,0,2016
U3420,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3421,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3422,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3423,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3424,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3425,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3426,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3427,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3428,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3429,2016-07-06,D09,DI,PI,motile_lep,0,2016
U3613,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3614,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3615,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3616,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3617,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3618,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3619,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3620,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3621,2016-07-06,D09,DI,CU,motile_lep,0,2016
U3622,2016-07-06,D09,DI,CU,motile_lep,0,2016
U10081,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10082,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10083,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10084,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10085,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10086,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10087,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10088,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10089,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10090,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10091,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10092,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10093,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10094,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10095,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10096,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10097,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10098,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10099,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10100,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10101,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10102,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10103,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10104,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10105,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10106,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10107,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10108,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10109,2017-05-25,D09,DI,SO,motile_lep,0,2017
U10110,2017-05-25,D09,DI,SO,motile_lep,1,2017
U10111,2017-05-25,D09,DI,PI,motile_lep,0,2017
U10112,2017-05-25,D09,DI,PI,motile_lep,0,2017
U10121,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10122,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10123,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10124,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10125,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10126,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10127,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10128,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10129,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10130,2017-05-25,D09,DI,CU,motile_lep,0,2017
U10161,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10162,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10163,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10164,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10165,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10166,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10167,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10168,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10169,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10170,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10171,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10172,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10173,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10174,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10175,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10176,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10177,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10178,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10179,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10180,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10181,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10182,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10183,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10184,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10185,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10186,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10187,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10188,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10189,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10190,2017-05-26,D34,DI,SO,motile_lep,0,2017
U10241,2017-05-29,D09,DI,SO,motile_lep,0,2017
U10242,2017-05-29,D09,DI,SO,motile_lep,0,2017
U10243,2017-05-29,D09,DI,SO,motile_lep,0,2017
U10244,2017-05-29,D09,DI,SO,motile_lep,0,2017
U10245,2017-05-29,D09,DI,SO,motile_lep,0,2017
U10246,2017-05-29,D09,DI,SO,motile_lep,0,2017
U10247,2017-05-29,D09,DI,SO,motile_lep,0,2017
U10248,2017-05-29,D09,DI,SO,motile_lep,0,2017
U10271,2017-05-29,D09,DI,PI,motile_lep,0,2017
U10281,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10282,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10283,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10284,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10285,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10286,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10287,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10288,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10289,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10290,2017-05-29,D09,DI,CU,motile_lep,0,2017
U10481,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10482,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10483,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10484,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10485,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10486,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10487,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10488,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10489,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10490,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10491,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10492,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10493,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10494,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10495,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10496,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10497,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10498,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10499,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10500,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10501,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10502,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10503,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10504,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10505,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10506,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10507,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10508,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10509,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10510,2017-06-05,D27,DI,SO,motile_lep,0,2017
U10511,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10512,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10513,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10514,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10515,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10516,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10517,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10518,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10519,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10520,2017-06-05,D27,DI,PI,motile_lep,0,2017
U10521,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10522,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10523,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10524,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10525,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10526,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10527,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10528,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10529,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10530,2017-06-05,D27,DI,CU,motile_lep,0,2017
U10561,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10562,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10563,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10564,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10565,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10566,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10567,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10568,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10569,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10570,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10571,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10572,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10573,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10574,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10575,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10576,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10577,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10578,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10579,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10580,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10581,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10582,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10583,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10584,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10585,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10586,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10587,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10588,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10589,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10590,2017-06-07,D09,DI,SO,motile_lep,0,2017
U10591,2017-06-07,D09,DI,PI,motile_lep,0,2017
U10592,2017-06-07,D09,DI,PI,motile_lep,0,2017
U10593,2017-06-07,D09,DI,PI,motile_lep,0,2017
U10594,2017-06-07,D09,DI,PI,motile_lep,0,2017
U10595,2017-06-07,D09,DI,PI,motile_lep,0,2017
U10601,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10602,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10603,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10604,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10605,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10606,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10607,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10608,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10609,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10610,2017-06-07,D09,DI,CU,motile_lep,0,2017
U10641,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10642,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10643,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10644,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10645,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10646,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10647,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10648,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10649,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10650,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10651,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10652,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10653,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10654,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10655,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10656,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10657,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10658,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10659,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10660,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10661,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10662,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10663,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10664,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10665,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10666,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10667,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10668,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10669,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10670,2017-06-12,D09,DI,SO,motile_lep,0,2017
U10681,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10682,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10683,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10684,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10685,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10686,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10687,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10688,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10689,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10690,2017-06-12,D09,DI,CU,motile_lep,0,2017
U10961,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10962,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10963,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10964,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10965,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10966,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10967,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10968,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10969,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10970,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10971,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10972,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10973,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10974,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10975,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10976,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10977,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10978,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10979,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10980,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10981,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10982,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10983,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10984,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10985,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10986,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10987,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10988,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10989,2017-06-13,D27,DI,SO,motile_lep,0,2017
U10990,2017-06-13,D27,DI,SO,motile_lep,1,2017
U11001,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11002,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11003,2017-06-13,D27,DI,CU,motile_lep,1,2017
U11004,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11005,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11006,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11007,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11008,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11009,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11010,2017-06-13,D27,DI,CU,motile_lep,0,2017
U11041,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11042,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11043,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11044,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11045,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11046,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11047,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11048,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11049,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11050,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11051,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11052,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11053,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11054,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11055,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11056,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11057,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11058,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11059,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11060,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11061,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11062,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11063,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11064,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11065,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11066,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11067,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11068,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11069,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11070,2017-06-19,D22,DI,SO,motile_lep,0,2017
U11081,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11082,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11083,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11084,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11085,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11086,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11087,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11088,2017-06-19,D22,DI,CU,motile_lep,1,2017
U11089,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11090,2017-06-19,D22,DI,CU,motile_lep,0,2017
U11121,2017-06-20,D09,DI,SO,motile_lep,1,2017
U11122,2017-06-20,D09,DI,SO,motile_lep,0,2017
U11123,2017-06-20,D09,DI,SO,motile_lep,0,2017
U11124,2017-06-20,D09,DI,SO,motile_lep,0,2017
U11125,2017-06-20,D09,DI,SO,motile_lep,0,2017
U11126,2017-06-20,D09,DI,SO,motile_lep,0,2017
