ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab
U1538,2016-07-07,None,Present,13,,108,NA,NA,YK,full1,NA,NA
U1539,2016-07-07,None,Present,12,,109,NA,NA,YK,full1,NA,NA
U1540,2016-07-07,None,Present,10.2,,90,NA,NA,YK,full1,NA,NA
U1551,2016-07-07,None,Present,8,,105,NA,NA,YK,full1,NA,NA
U1552,2016-07-07,None,Present,8.6,,102,NA,Caudal fin broken,YK,full1,NA,NA
U1553,2016-07-07,None,Present,8.6,,98,NA,NA,YK,full1,NA,NA
U1554,2016-07-07,None,Present,9.1,,100,NA,NA,YK,full1,NA,NA
U1555,2016-07-07,None,Present,11.4,,102,NA,NA,YK,full1,NA,NA
U1556,2016-07-07,None,Present,10.1,,102,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,YK,irregular,NA,NA
U1557,2016-07-07,None,Present,14.5,,118,NA,NA,YK,full1,NA,NA
U1558,2016-07-07,None,Present,10.9,,105,NA,NA,YK,full1,NA,NA
U1571,2016-07-08,None,Present,10.1,,93,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1572,2016-07-08,None,Present,10.5,,98,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1573,2016-07-08,None,Present,9.2,,94,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1574,2016-07-08,None,Present,9.2,,95,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1575,2016-07-08,None,Present,9.8,,96,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1576,2016-07-08,None,Present,9.5,,94,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1577,2016-07-08,None,Present,10,,97,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1578,2016-07-08,None,Present,8.7,,94,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1579,2016-07-08,None,Present,10,,97,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1580,2016-07-08,None,Present,7.6,,90,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1581,2016-07-08,None,Present,10.6,,102,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1582,2016-07-08,None,Present,7.5,,96,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1583,2016-07-08,None,Present,8,,92,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1584,2016-07-08,None,Present,10.5,,103,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1585,2016-07-08,None,Present,8,,88,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1586,2016-07-08,None,Present,9.7,,98,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1514,2016-07-12,None,Present,7.7,,104,1 otolith broke,NA,BK,full1,NA,NA
U1515,2016-07-12,None,Present,9,,109,NA,NA,BK,full1,NA,NA
U1516,2016-07-12,None,Present,9.5,,98,NA,NA,BK,full1,NA,NA
U1517,2016-07-12,None,Present,9,,104,NA,NA,BK,full1,NA,NA
U1518,2016-07-12,None,Present,11.2,,111,NA,NA,BK,full1,NA,NA
U1519,2016-07-12,None,Present,10.7,,110,NA,NA,BK,full1,NA,NA
U1520,2016-07-12,None,Present,6.5,,85,NA,NA,BK,full1,NA,NA
U1591,2016-07-12,None,Present,10.8,,113,Stomach fell apart during disection,NA,BK,full1,NA,NA
U1592,2016-07-12,None,Present,8.4,,102,NA,NA,BK,full1,NA,NA
U1593,2016-07-12,None,Present,12.5,,119,NA,NA,BK,full1,NA,NA
U1587,2016-07-12,None,Present,8.5,,93,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1588,2016-07-12,None,Present,7.9,,90,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1589,2016-07-12,None,Present,12.3,,98,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1590,2016-07-12,None,Present,10.2,,92,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1601,2016-07-12,None,Present,8.2,,87,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1602,2016-07-12,None,Present,8.9,,88,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1603,2016-07-12,None,Present,10.5,,102,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1604,2016-07-12,None,Present,8.8,,90,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1605,2016-07-12,None,Present,9.4,,91,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1606,2016-07-12,None,Present,10.1,,91,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1607,2016-07-12,None,Present,9.2,,93,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1594,2016-07-13,None,Present,7.6,,103,Broken caudal fin,NA,BK,full1,NA,NA
U1595,2016-07-13,None,Present,7.6,,100,NA,NA,BK,full1,NA,NA
U1596,2016-07-13,None,Present,7,,103,NA,NA,BK,full1,NA,NA
U1597,2016-07-13,None,Present,9,,105,NA,NA,BK,full1,NA,NA
U1598,2016-07-13,None,Present,7.8,,110,NA,NA,BK,full1,NA,NA
U1599,2016-07-13,None,Present,8.4,,107,NA,NA,BK,full1,NA,NA
U1600,2016-07-13,None,Present,7.7,,100,NA,NA,BK,full1,NA,NA
U1631,2016-07-13,None,Present,11.5,,112,NA,NA,BK,full1,NA,NA
U1632,2016-07-13,None,Present,8,,105,NA,NA,BK,full1,NA,NA
U1633,2016-07-13,None,Present,7.7,,103,NA,NA,BK,full1,NA,NA
U1634,2016-07-13,None,Present,8.4,,109,NA,NA,BK,full1,NA,NA
U1635,2016-07-13,None,Present,8.7,,104,NA,NA,BK,full1,NA,NA
U1608,2016-07-13,None,Present,9.2,,92,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1609,2016-07-13,None,Present,7.2,,88,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1610,2016-07-13,None,Present,9.3,,94,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1621,2016-07-13,None,Present,6.5,,83,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1622,2016-07-13,None,Present,9.1,,91,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1623,2016-07-13,None,Present,10.7,,94,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1624,2016-07-13,None,Present,8.6,,90,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1625,2016-07-13,None,Present,7.6,,80,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,White splin,TS,full1,NA,NA
U1626,2016-07-13,None,Present,6.5,,84,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1627,2016-07-13,None,Present,9,,87,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1628,2016-07-13,None,Present,7.4,,83,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1629,2016-07-13,None,Present,8.8,,90,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full1,NA,NA
U1630,2016-07-13,None,Present,7.6,,86,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,1 otolith is broken,TS,full1,NA,NA
U1559,2016-07-13,None,Present,7.7,,93,NA,NA,YK,full1,NA,NA
U1560,2016-07-13,None,Present,9.6,,93,1 otolith,NA,YK,full1,NA,NA
U1611,2016-07-13,None,Present,9.4,,90,NA,NA,YK,full1,NA,NA
U1612,2016-07-13,None,Present,9,,96,NA,NA,YK,full1,NA,NA
U1613,2016-07-13,None,Present,7.3,,95,NA,NA,YK,full1,NA,NA
U1614,2016-07-13,None,Present,8,,93,NA,NA,YK,full1,NA,NA
U1636,2016-07-14,None,Present,8.5,,104,NA,NA,BK,full1,NA,NA
U1637,2016-07-14,None,Present,7.6,,101,NA,NA,BK,full1,NA,NA
U1638,2016-07-14,None,Present,7.7,,99,NA,NA,BK,full1,NA,NA
U1639,2016-07-14,None,Present,7.1,,98,NA,NA,BK,full1,NA,NA
U1640,2016-07-14,None,Present,5.9,,90,NA,NA,BK,full1,NA,NA
U1428,2016-07-14,None,Present,7,,99,NA,NA,SJ,full1,NA,NA
U1429,2016-07-14,None,Present,9.5,,98,NA,NA,SJ,full1,NA,NA
U1430,2016-07-14,None,Present,8.5,,93,Fork length estimated (caudal fin broken),NA,SJ,full1,NA,NA
U1651,2016-07-14,None,Present,7.2,,85,NA,NA,SJ,full1,NA,NA
U1652,2016-07-14,None,Present,7.9,,94,NA,NA,SJ,full1,NA,NA
U1653,2016-07-14,None,Present,7.8,,88,NA,NA,SJ,full1,NA,NA
U1641,2016-07-14,None,Present,6.7,,81,NA,NA,TS,full1,NA,NA
U1642,2016-07-14,None,Present,8.8,,91,NA,NA,TS,full1,NA,NA
U1643,2016-07-14,None,Present,9.1,,95,NA,NA,TS,full1,NA,NA
U1644,2016-07-14,None,Present,9.1,,92,NA,NA,TS,full1,NA,NA
U1645,2016-07-14,None,Present,9.2,,92,1 otolith is broken,NA,TS,full1,NA,NA
U1646,2016-07-14,None,Present,6.8,,90,NA,NA,TS,full1,NA,NA
U1647,2016-07-14,None,Present,7.1,,88,NA,NA,TS,full1,NA,NA
U1648,2016-07-14,None,Present,7.3,,92,NA,NA,TS,full1,NA,NA
U1649,2016-07-14,None,Present,7.7,,90,NA,NA,TS,full1,NA,NA
U1654,2016-09-02,None,Present,13.4,,106,NA,NA,BJ,full1,NA,lab_motiles
U1655,2016-09-02,None,Present,11.9,,108,NA,NA,BJ,full1,NA,lab_motiles
U1656,2016-09-02,None,Present,6.7,,97,Took liver DNA. only one otolith found,NA,BJ,full1,NA,lab_motiles
U1657,2016-09-02,None,Present,7.9,,90,NA,NA,BJ,full1,NA,lab_motiles
U1658,2016-09-02,None,Present,8.1,,94,Took liver DNA.,NA,BJ,full1,NA,lab_motiles
U1659,2016-09-02,None,Present,7.4,,90,NA,NA,BJ,full1,NA,lab_motiles
U1660,2016-09-02,None,Present,NA,,99,Forgot to weigh,NA,BJ,full1,NA,lab_motiles
U1671,2016-09-02,None,Present,11.8,,117,Non-motile x 1,NA,BMM,full1,NA,lab_motiles
U1672,2016-09-02,None,Present,11.4,,102,DNA taken (liver),NA,BMM,full1,NA,lab_motiles
U1673,2016-09-02,None,Present,10.2,,97,NA,NA,BMM,full1,NA,lab_motiles
U1674,2016-09-02,None,Present,10.6,,97,NA,NA,BMM,full1,NA,lab_motiles
U1675,2016-09-02,None,Present,10.2,,93,Non-motile x 1,Large lesion (12mm x 5mm) on dorsal side behind head,BMM,full1,NA,lab_motiles
U1676,2016-09-02,None,Present,8.4,,89,NA,NA,BMM,full1,NA,lab_motiles
U1677,2016-09-02,None,Present,7,,84,NA,NA,BMM,full1,NA,lab_motiles
U1678,2016-09-02,None,Present,8.9,,89,NA,NA,BMM,full1,NA,lab_motiles
U1661,2016-09-02,None,Present,12.5,,102,Only one otolith found,NA,CVJ,full1,NA,lab_motiles
U1662,2016-09-02,None,Present,11.8,,102,One otolith broken,NA,CVJ,full1,NA,lab_motiles
U1663,2016-09-02,None,Present,10.3,,91,NA,NA,CVJ,full1,NA,lab_motiles
U1664,2016-09-02,None,Present,8.5,,92,NA,NA,CVJ,full1,NA,lab_motiles
U1665,2016-09-02,None,Present,8.5,,94,NA,NA,CVJ,full1,NA,lab_motiles
U1666,2016-09-02,None,Present,6.7,,85,NA,NA,CVJ,full1,NA,lab_motiles
U1667,2016-09-02,None,Present,11.1,,93,NA,NA,CVJ,full1,NA,lab_motiles
U1691,2016-09-03,None,Present,10.9,,95,I cross contaminated spleen and liver microtube. 1 otolith found,NA,BJ,full1,NA,lab_motiles
U1668,2016-09-03,None,Present,9.1,,84,NA,NA,CVJ,full1,NA,lab_motiles
U1669,2016-09-03,None,Present,12.1,,104,NA,NA,CVJ,full1,NA,lab_motiles
U1692,2016-09-04,None,Present,14.1,,108,Caligus chalimus x 1,NA,BJ,full1,NA,lab_motiles
U1693,2016-09-04,None,Present,15.4,,104,NA,NA,BJ,full1,NA,lab_motiles
U1670,2016-09-04,None,Present,10.5,,95,NA,NA,CVJ,full1,NA,lab_motiles
U1701,2016-09-04,None,Present,10.1,,96,One otolith broken,NA,CVJ,full1,NA,lab_motiles
U1702,2016-09-04,None,Present,10.2,,89,One otolith broken,NA,CVJ,full1,NA,lab_motiles
U1703,2016-09-04,None,Present,14.9,,110,Forgot to cap vials overnight. muscle sample contaminated with that of u1704. liver with large pale yellowish section.,NA,CVJ,full1,NA,lab_motiles
U1704,2016-09-05,None,Present,12.5,,108,Bottom right scale in scale book got scratched a bit.,NA,CVJ,full1,NA,lab_motiles
U1705,2016-09-05,None,Present,18.1,,120,NA,"Large lesion, above lateral line, posterior to gills - picture. kidney tissue cotaminated with its own heart tissue.",CVJ,full1,NA,lab_motiles
U1706,2016-09-05,None,Present,16.4,,118,NA,NA,CVJ,full1,NA,lab_motiles
U1707,2016-09-05,None,Present,12.2,,101,NA,NA,CVJ,full1,NA,lab_motiles
U1708,2016-09-05,None,Present,11.4,,105,NA,NA,CVJ,full1,NA,lab_motiles
U1709,2016-09-05,None,Present,8.6,,98,NA,NA,CVJ,full1,NA,lab_motiles
U1710,2016-09-05,None,Present,11.5,,109,One otolith broken,NA,CVJ,full1,NA,lab_motiles
U1711,2016-09-05,None,Present,12.8,,103,NA,Tiny spleen,CVJ,full1,NA,lab_motiles
U1694,2016-09-06,None,Present,12.4,,109,One otolith,NA,BJ,full1,NA,lab_motiles
U1695,2016-09-06,None,Present,10.3,,107,NA,NA,BJ,full1,NA,lab_motiles
U1696,2016-09-06,None,Present,18.3,,130,NA,NA,BJ,full1,NA,lab_motiles
U1697,2016-09-06,None,Present,13.2,,104,NA,NA,BJ,full1,NA,lab_motiles
U1698,2016-09-06,None,Present,12.8,,117,NA,NA,BJ,full1,NA,lab_motiles
U1699,2016-09-06,None,Present,15.6,,111,NA,NA,BJ,full1,NA,lab_motiles
U1700,2016-09-06,None,Present,10.2,,95,NA,NA,BJ,full1,NA,lab_motiles
U1712,2016-09-06,None,Present,14.9,,120,One otolith broken,NA,CVJ,full1,NA,lab_motiles
U1713,2016-09-06,None,Present,13.1,,109,NA,NA,CVJ,full1,NA,lab_motiles
U1714,2016-09-06,None,Present,14.7,,114,NA,NA,CVJ,full1,NA,lab_motiles
U1715,2016-09-06,None,Present,13.7,,112,NA,NA,CVJ,full1,NA,lab_motiles
U1716,2016-09-06,None,Present,NA,,119,Forgot to record weight,NA,CVJ,full1,NA,lab_motiles
U1717,2016-09-06,None,Present,18.2,,118,NA,NA,CVJ,full1,NA,lab_motiles
U1741,2016-09-07,None,Present,13.9,,105,NA,NA,BJ,full1,NA,lab_motiles
U1742,2016-09-07,None,Present,15.5,,109,NA,NA,BJ,full1,NA,lab_motiles
U1743,2016-09-07,None,Present,11.8,,100,Dropped fish on floor,NA,BJ,full1,NA,lab_motiles
U1744,2016-09-07,None,Present,15.5,,120,NA,NA,BJ,full1,NA,lab_motiles
U1745,2016-09-07,None,Present,12.4,,108,NA,NA,BJ,full1,NA,lab_motiles
U1718,2016-09-07,None,Present,11.9,,110,NA,NA,CVJ,full1,NA,lab_motiles
U1720,2016-09-07,None,Present,10.7,,94,NA,NA,CVJ,full1,NA,lab_motiles
U1761,2016-09-07,None,Present,8.6,,95,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1762,2016-09-07,None,Present,11.8,,115,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1763,2016-09-07,None,Present,10.8,,106,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1764,2016-09-07,None,Present,11.9,,110,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1746,2016-09-08,None,Present,8.4,,89,NA,NA,BJ,full1,NA,lab_motiles
U1747,2016-09-08,None,Present,9.5,,87,NA,NA,BJ,full1,NA,lab_motiles
U1748,2016-09-08,None,Present,11.4,,104,NA,NA,BJ,full1,NA,lab_motiles
U1749,2016-09-08,None,Present,9.4,,98,NA,NA,BJ,full1,NA,lab_motiles
U1750,2016-09-08,None,Present,9.9,,100,NA,NA,BJ,full1,NA,lab_motiles
U1781,2016-09-08,None,Present,8.9,,93,NA,NA,BJ,full1,NA,lab_motiles
U1731,2016-09-08,None,Present,11,,98,NA,NA,CVJ,full1,NA,lab_motiles
U1732,2016-09-08,None,Present,12.9,,105,NA,NA,CVJ,full1,NA,lab_motiles
U1733,2016-09-08,None,Present,11.7,,110,NA,NA,CVJ,full1,NA,lab_motiles
U1734,2016-09-08,None,Present,10.3,,109,NA,NA,CVJ,full1,NA,lab_motiles
U1735,2016-09-08,None,Present,8.9,,97,NA,NA,CVJ,full1,NA,lab_motiles
U1736,2016-09-08,None,Present,10.4,,95,NA,NA,CVJ,full1,NA,lab_motiles
U1737,2016-09-08,None,Present,8.7,,92,NA,NA,CVJ,full1,NA,lab_motiles
U1765,2016-09-08,None,Present,7.5,,92,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1766,2016-09-08,None,Present,7.7,,94,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1767,2016-09-08,None,Present,8.5,,97,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1768,2016-09-08,None,Present,8.2,,107,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1769,2016-09-08,None,Present,8.4,,94,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1770,2016-09-08,None,Present,9,,101,Enumerated for sea lice only,NA,CVJ,lice_only,NA,lab_motiles
U1782,2016-09-09,None,Present,10.4,,110,NA,NA,BJ,full1,NA,lab_motiles
U1783,2016-09-09,None,Present,8.2,,90,NA,NA,BJ,full1,NA,lab_motiles
U1784,2016-09-09,None,Present,7.7,,84,NA,NA,BJ,full1,NA,lab_motiles
U1785,2016-09-09,None,Present,8.4,,92,NA,NA,BJ,full1,NA,lab_motiles
U1786,2016-09-09,None,Present,20.2,,116,Contaminated gill tube with brain,NA,BJ,full1,NA,lab_motiles
U1738,2016-09-09,None,Present,7,,99,NA,NA,CVJ,full1,NA,lab_motiles
U1739,2016-09-09,None,Present,8,,91,NA,NA,CVJ,full1,NA,lab_motiles
U1740,2016-09-09,None,Present,8.3,,91,NA,NA,CVJ,full1,NA,lab_motiles
U1771,2016-09-09,None,Present,29,,138,One otoltih broken.,2 lesions on right anterior side. picture,CVJ,full1,NA,lab_motiles
U1772,2016-09-09,None,Present,26.7,,133,One otoltih broken. hair in bag.,NA,CVJ,full1,NA,lab_motiles
U1773,2016-09-09,None,Present,21.1,,125,NA,Large section of kindey very pale white/light pink. liver with red spots.,CVJ,full1,NA,lab_motiles
U1774,2016-09-09,None,Present,NA,,120,Forgot to record weight.,NA,CVJ,full1,NA,lab_motiles
U1787,2016-09-10,None,Present,NA,,106,NA,NA,BJ,full1,NA,lab_motiles
U1788,2016-09-10,None,Present,8.6,,91,NA,NA,BJ,full1,NA,lab_motiles
U1789,2016-09-10,None,Present,10.7,,109,NA,NA,BJ,full1,NA,lab_motiles
U1775,2016-09-10,None,Present,8.7,,94,NA,NA,CVJ,full1,NA,lab_motiles
U1776,2016-09-10,None,Present,8.6,,94,NA,NA,CVJ,full1,NA,lab_motiles
U1777,2016-09-10,None,Present,9.5,,97,NA,NA,CVJ,full1,NA,lab_motiles
U1778,2016-09-10,None,Present,5.9,,100,NA,Pale gills,CVJ,full1,NA,lab_motiles
U1779,2016-09-10,None,Present,8.4,,93,NA,NA,CVJ,full1,NA,lab_motiles
U1780,2016-09-10,None,Present,9.6,,101,NA,NA,CVJ,full1,NA,lab_motiles
U1790,2016-09-11,None,Present,7.5,,82,"Switched heart with kidney in microtubes. i corrected the location of the tubes to the approprite column, but labelling now reads incorrectly",NA,BJ,full1,NA,lab_motiles
U1811,2016-09-11,None,Present,12.9,,103,NA,NA,BJ,full1,NA,lab_motiles
U1812,2016-09-11,None,Present,11.6,,96,NA,NA,BJ,full1,NA,lab_motiles
U1813,2016-09-11,None,Present,10.9,,95,NA,NA,BJ,full1,NA,lab_motiles
U1814,2016-09-11,None,Present,10.7,,96,NA,NA,BJ,full1,NA,lab_motiles
U1815,2016-09-11,None,Present,10.5,,102,NA,NA,BJ,full1,NA,lab_motiles
U1801,2016-09-11,None,Present,7.9,,90,NA,NA,CVJ,full1,NA,lab_motiles
U1802,2016-09-11,None,Present,11.6,,96,NA,NA,CVJ,full1,NA,lab_motiles
U1803,2016-09-11,None,Present,7.2,,86,NA,NA,CVJ,full1,NA,lab_motiles
U1804,2016-09-11,None,Present,8.5,,94,NA,NA,CVJ,full1,NA,lab_motiles
U1805,2016-09-11,None,Present,7.6,,95,Scales probably taken a little too close to the lateral line. fishes tail touched scale,NA,CVJ,full1,NA,lab_motiles
U1806,2016-09-11,None,Present,9,,103,Scales probably taken a little too close to the lateral line,NA,CVJ,full1,NA,lab_motiles
U1807,2016-09-11,None,Present,8.5,,101,NA,Pale gills and heart. light pink.,CVJ,full1,NA,lab_motiles
U1808,2016-09-11,None,Present,10.1,,93,NA,NA,CVJ,full1,NA,lab_motiles
U1816,2016-09-12,None,Present,8.8,,93,NA,NA,BJ,full1,NA,lab_motiles
U1817,2016-09-12,None,Present,8.9,,90,NA,NA,BJ,full1,NA,lab_motiles
U1818,2016-09-12,None,Present,8.8,,95,NA,NA,BJ,full1,NA,lab_motiles
U1819,2016-09-12,None,Present,9.4,,91,NA,NA,BJ,full1,NA,lab_motiles
U1820,2016-09-12,None,Present,8.2,,90,NA,Lesion present laterally on left side below later line,BJ,full1,NA,lab_motiles
U1831,2016-09-12,None,Present,8.1,,88,NA,NA,BJ,full1,NA,lab_motiles
U1809,2016-09-12,None,Present,7.8,,94,NA,NA,CVJ,full1,NA,lab_motiles
U1810,2016-09-12,None,Present,10.2,,108,NA,NA,CVJ,full1,NA,lab_motiles
U1821,2016-09-12,None,Present,7.1,,90,NA,NA,CVJ,full1,NA,lab_motiles
U1822,2016-09-12,None,Present,8.3,,96,Fishs tail touched scale.,NA,CVJ,full1,NA,lab_motiles
U1823,2016-09-12,None,Present,7.1,,89,NA,NA,CVJ,full1,NA,lab_motiles
U1824,2016-09-12,None,Present,8.6,,95,NA,NA,CVJ,full1,NA,lab_motiles
U1825,2016-09-12,None,Present,9.3,,98,NA,NA,CVJ,full1,NA,lab_motiles
U1832,2016-09-20,None,Present,15.6,,109,NA,NA,BJ,full1,NA,lab_motiles
U1833,2016-09-20,None,Present,10.5,,99,NA,NA,BJ,full1,NA,lab_motiles
U1834,2016-09-20,None,Present,12.6,,98,Dropped whole fish on floor,NA,BJ,full1,NA,lab_motiles
U1835,2016-09-20,None,Present,11,,94,NA,NA,BJ,full1,NA,lab_motiles
U1836,2016-09-20,None,Present,9.4,,95,NA,NA,BJ,full1,NA,lab_motiles
U1837,2016-09-20,None,Present,13.6,,107,NA,NA,BJ,full1,NA,lab_motiles
U1838,2016-09-20,None,Present,17.5,,112,"Fish thawed in field. not suitable for RNA, stable isotope, or FA.",NA,BJ,irregular,NA,lab_motiles
U1839,2016-09-20,None,Present,14.2,,102,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BJ,irregular,NA,lab_motiles
U1840,2016-09-20,None,Present,22.5,,127,Contaminated b9 heart well with d9 heart in RNA box,NA,BJ,full1,NA,lab_motiles
U1851,2016-09-20,None,Present,21.4,,121,NA,NA,BJ,full1,NA,lab_motiles
U1852,2016-09-20,None,Present,9.1,,91,NA,NA,BJ,full1,NA,lab_motiles
U1826,2016-09-20,None,Present,13.2,,112,NA,NA,CVJ,full1,NA,lab_motiles
U1827,2016-09-20,None,Present,10.9,,110,NA,NA,CVJ,full1,NA,lab_motiles
U1828,2016-09-20,None,Present,10.9,,101,NA,NA,CVJ,full1,NA,lab_motiles
U1829,2016-09-20,None,Present,13.9,,110,NA,NA,CVJ,full1,NA,lab_motiles
U1830,2016-09-20,None,Present,12,,101,NA,NA,CVJ,full1,NA,lab_motiles
U1841,2016-09-20,None,Present,14.3,,108,Liver touched chamois,NA,CVJ,full1,NA,lab_motiles
U1842,2016-09-20,None,Present,10.5,,95,NA,NA,CVJ,full1,NA,lab_motiles
U1843,2016-09-20,None,Present,9.6,,97,NA,NA,CVJ,full1,NA,lab_motiles
U1844,2016-09-20,None,Present,14.7,,115,"Fish thawed in field. not suitable for RNA, stable isotope, or FA. very pale heart and liver",NA,CVJ,irregular,NA,lab_motiles
U1845,2016-09-20,None,Present,18.8,,124,"Fish thawed in field. not suitable for RNA, stable isotope, or FA. nematode on stomach. one broken otolith",NA,CVJ,irregular,NA,lab_motiles
U1846,2016-09-20,None,Present,28,,138,NA,One broken otolith.,CVJ,full1,NA,lab_motiles
U1853,2016-09-21,None,Present,9.6,,99,NA,NA,BJ,full1,NA,lab_motiles
U1847,2016-09-21,None,Present,13.5,,105,NA,NA,CVJ,full1,NA,lab_motiles
U1848,2016-09-21,None,Present,10.6,,106,NA,NA,CVJ,full1,NA,lab_motiles
U1849,2016-09-21,None,Present,12.5,,105,NA,NA,CVJ,full1,NA,lab_motiles
U1850,2016-09-21,None,Present,12.4,,108,NA,NA,CVJ,full1,NA,lab_motiles
U1854,2016-09-22,None,Present,15.3,,120,NA,NA,BJ,full1,NA,lab_motiles
U1855,2016-09-22,None,Present,9,,95,NA,NA,BJ,full1,NA,lab_motiles
U1856,2016-09-22,None,Present,NA,,97,NA,NA,BJ,full1,NA,lab_motiles
U1857,2016-09-22,None,Present,12.2,,120,NA,NA,BJ,full1,NA,lab_motiles
U1858,2016-09-22,None,Present,10.2,,110,NA,NA,BJ,full1,NA,lab_motiles
U1679,2016-09-22,None,Present,8,,92,One broken otolith,NA,BMM,full1,NA,lab_motiles
U1680,2016-09-22,None,Present,8.3,,93,NA,NA,BMM,full1,NA,lab_motiles
U1681,2016-09-22,None,Present,7.7,,89,NA,NA,BMM,full1,NA,lab_motiles
U1682,2016-09-22,None,Present,9.7,,97,NA,NA,BMM,full1,NA,lab_motiles
U1683,2016-09-22,None,Present,7.5,,92,NA,NA,BMM,full1,NA,lab_motiles
U1684,2016-09-22,None,Present,9.5,,94,NA,NA,BMM,full1,NA,lab_motiles
U1685,2016-09-22,None,Present,7.8,,91,NA,NA,BMM,full1,NA,lab_motiles
U1686,2016-09-22,None,Present,8.8,,93,NA,NA,BMM,full1,NA,lab_motiles
U1687,2016-09-22,None,Present,7.5,,91,No heart tissue taken because it was flung onto the floor. RNA 18 - h2 is empty,NA,BMM,full1,NA,lab_motiles
