sample_id,sample_type,sample_subtype,ufn,sample_comments,analyzing_lab
U1746RG1,RNA_pathogens,gill,U1746,NA,PBS
U1747RG1,RNA_pathogens,gill,U1747,NA,PBS
U1748RG1,RNA_pathogens,gill,U1748,NA,PBS
U1749RG1,RNA_pathogens,gill,U1749,NA,PBS
U1750RG1,RNA_pathogens,gill,U1750,NA,PBS
U1751RG1,RNA_pathogens,gill,U1751,NA,NA
U1752RG1,RNA_pathogens,gill,U1752,NA,NA
U1753RG1,RNA_pathogens,gill,U1753,NA,NA
U1754RG1,RNA_pathogens,gill,U1754,NA,NA
U1755RG1,RNA_pathogens,gill,U1755,NA,PBS
U1756RG1,RNA_pathogens,gill,U1756,NA,NA
U1757RG1,RNA_pathogens,gill,U1757,NA,NA
U1758RG1,RNA_pathogens,gill,U1758,NA,NA
U1759RG1,RNA_pathogens,gill,U1759,NA,NA
U1760RG1,RNA_pathogens,gill,U1760,NA,PBS
U1771RG1,RNA_pathogens,gill,U1771,NA,NA
U1772RG1,RNA_pathogens,gill,U1772,NA,NA
U1773RG1,RNA_pathogens,gill,U1773,NA,NA
U1774RG1,RNA_pathogens,gill,U1774,NA,NA
U1775RG1,RNA_pathogens,gill,U1775,NA,NA
U1776RG1,RNA_pathogens,gill,U1776,NA,NA
U1777RG1,RNA_pathogens,gill,U1777,NA,NA
U1778RG1,RNA_pathogens,gill,U1778,NA,NA
U1779RG1,RNA_pathogens,gill,U1779,NA,NA
U1780RG1,RNA_pathogens,gill,U1780,NA,NA
U1781RG1,RNA_pathogens,gill,U1781,NA,PBS
U1782RG1,RNA_pathogens,gill,U1782,NA,NA
U1783RG1,RNA_pathogens,gill,U1783,NA,NA
U1784RG1,RNA_pathogens,gill,U1784,NA,NA
U1785RG1,RNA_pathogens,gill,U1785,NA,NA
U1786RG1,RNA_pathogens,gill,U1786,Contaminated gill tube with brain,NA
U1787RG1,RNA_pathogens,gill,U1787,NA,NA
U1788RG1,RNA_pathogens,gill,U1788,NA,NA
U1789RG1,RNA_pathogens,gill,U1789,NA,NA
U1790RG1,RNA_pathogens,gill,U1790,NA,NA
U1791RG1,RNA_pathogens,gill,U1791,NA,NA
U1792RG1,RNA_pathogens,gill,U1792,NA,NA
U1793RG1,RNA_pathogens,gill,U1793,NA,NA
U1794RG1,RNA_pathogens,gill,U1794,NA,NA
U1795RG1,RNA_pathogens,gill,U1795,NA,NA
U1796RG1,RNA_pathogens,gill,U1796,NA,NA
U1797RG1,RNA_pathogens,gill,U1797,NA,NA
U1798RG1,RNA_pathogens,gill,U1798,NA,NA
U1799RG1,RNA_pathogens,gill,U1799,NA,NA
U1800RG1,RNA_pathogens,gill,U1800,NA,NA
U1801RG1,RNA_pathogens,gill,U1801,NA,NA
U1802RG1,RNA_pathogens,gill,U1802,NA,NA
U1803RG1,RNA_pathogens,gill,U1803,NA,NA
U1804RG1,RNA_pathogens,gill,U1804,NA,NA
U1805RG1,RNA_pathogens,gill,U1805,NA,NA
U1806RG1,RNA_pathogens,gill,U1806,NA,NA
U1807RG1,RNA_pathogens,gill,U1807,NA,NA
U1808RG1,RNA_pathogens,gill,U1808,NA,NA
U1809RG1,RNA_pathogens,gill,U1809,NA,NA
U1810RG1,RNA_pathogens,gill,U1810,NA,NA
U1811RG1,RNA_pathogens,gill,U1811,NA,NA
U1812RG1,RNA_pathogens,gill,U1812,NA,NA
U1813RG1,RNA_pathogens,gill,U1813,NA,NA
U1814RG1,RNA_pathogens,gill,U1814,NA,NA
U1815RG1,RNA_pathogens,gill,U1815,NA,NA
U1816RG1,RNA_pathogens,gill,U1816,NA,NA
U1817RG1,RNA_pathogens,gill,U1817,NA,NA
U1818RG1,RNA_pathogens,gill,U1818,NA,NA
U1819RG1,RNA_pathogens,gill,U1819,NA,NA
U1820RG1,RNA_pathogens,gill,U1820,NA,NA
U1821RG1,RNA_pathogens,gill,U1821,NA,NA
U1822RG1,RNA_pathogens,gill,U1822,NA,NA
U1823RG1,RNA_pathogens,gill,U1823,NA,NA
U1824RG1,RNA_pathogens,gill,U1824,NA,NA
U1825RG1,RNA_pathogens,gill,U1825,NA,NA
U1826RG1,RNA_pathogens,gill,U1826,NA,NA
U1827RG1,RNA_pathogens,gill,U1827,NA,NA
U1828RG1,RNA_pathogens,gill,U1828,NA,NA
U1829RG1,RNA_pathogens,gill,U1829,NA,NA
U1830RG1,RNA_pathogens,gill,U1830,NA,NA
U1831RG1,RNA_pathogens,gill,U1831,NA,NA
U1832RG1,RNA_pathogens,gill,U1832,NA,NA
U1833RG1,RNA_pathogens,gill,U1833,NA,NA
U1834RG1,RNA_pathogens,gill,U1834,NA,NA
U1835RG1,RNA_pathogens,gill,U1835,NA,NA
U1836RG1,RNA_pathogens,gill,U1836,NA,NA
U1837RG1,RNA_pathogens,gill,U1837,NA,NA
U1840RG1,RNA_pathogens,gill,U1840,NA,NA
U1841RG1,RNA_pathogens,gill,U1841,NA,NA
U1842RG1,RNA_pathogens,gill,U1842,NA,NA
U1843RG1,RNA_pathogens,gill,U1843,NA,NA
U1846RG1,RNA_pathogens,gill,U1846,NA,NA
U1847RG1,RNA_pathogens,gill,U1847,NA,NA
U1848RG1,RNA_pathogens,gill,U1848,NA,NA
U1849RG1,RNA_pathogens,gill,U1849,NA,NA
U1850RG1,RNA_pathogens,gill,U1850,NA,NA
U1851RG1,RNA_pathogens,gill,U1851,NA,NA
U1852RG1,RNA_pathogens,gill,U1852,NA,NA
U1853RG1,RNA_pathogens,gill,U1853,NA,NA
U1854RG1,RNA_pathogens,gill,U1854,NA,NA
U1855RG1,RNA_pathogens,gill,U1855,NA,NA
U1856RG1,RNA_pathogens,gill,U1856,NA,NA
U1857RG1,RNA_pathogens,gill,U1857,NA,NA
U1858RG1,RNA_pathogens,gill,U1858,NA,NA
U1859RG1,RNA_pathogens,gill,U1859,NA,NA
U1860RG1,RNA_pathogens,gill,U1860,NA,NA
U1861RG1,RNA_pathogens,gill,U1861,NA,NA
U1862RG1,RNA_pathogens,gill,U1862,NA,NA
U1863RG1,RNA_pathogens,gill,U1863,NA,NA
U1864RG1,RNA_pathogens,gill,U1864,NA,NA
U1865RG1,RNA_pathogens,gill,U1865,NA,NA
U1866RG1,RNA_pathogens,gill,U1866,NA,NA
U1867RG1,RNA_pathogens,gill,U1867,NA,NA
U1868RG1,RNA_pathogens,gill,U1868,NA,NA
U1869RG1,RNA_pathogens,gill,U1869,NA,NA
U1870RG1,RNA_pathogens,gill,U1870,NA,NA
U1871RG1,RNA_pathogens,gill,U1871,NA,NA
U1872RG1,RNA_pathogens,gill,U1872,NA,NA
U1873RG1,RNA_pathogens,gill,U1873,NA,NA
U1874RG1,RNA_pathogens,gill,U1874,NA,NA
U1875RG1,RNA_pathogens,gill,U1875,NA,PBS
U1876RG1,RNA_pathogens,gill,U1876,NA,NA
U1877RG1,RNA_pathogens,gill,U1877,NA,NA
U1878RG1,RNA_pathogens,gill,U1878,NA,NA
U1879RG1,RNA_pathogens,gill,U1879,NA,NA
U1880RG1,RNA_pathogens,gill,U1880,NA,NA
U1881RG1,RNA_pathogens,gill,U1881,NA,NA
U1882RG1,RNA_pathogens,gill,U1882,NA,NA
U1883RG1,RNA_pathogens,gill,U1883,NA,PBS
U1884RG1,RNA_pathogens,gill,U1884,NA,NA
U1885RG1,RNA_pathogens,gill,U1885,NA,NA
U1886RG1,RNA_pathogens,gill,U1886,NA,NA
U1887RG1,RNA_pathogens,gill,U1887,NA,NA
U1888RG1,RNA_pathogens,gill,U1888,NA,NA
U1889RG1,RNA_pathogens,gill,U1889,NA,NA
U1890RG1,RNA_pathogens,gill,U1890,NA,NA
U1891RG1,RNA_pathogens,gill,U1891,NA,NA
U1892RG1,RNA_pathogens,gill,U1892,NA,NA
U1893RG1,RNA_pathogens,gill,U1893,NA,NA
U1894RG1,RNA_pathogens,gill,U1894,NA,NA
U1895RG1,RNA_pathogens,gill,U1895,NA,NA
U1896RG1,RNA_pathogens,gill,U1896,NA,NA
U1897RG1,RNA_pathogens,gill,U1897,NA,NA
U1898RG1,RNA_pathogens,gill,U1898,NA,NA
U1899RG1,RNA_pathogens,gill,U1899,NA,NA
U1900RG1,RNA_pathogens,gill,U1900,NA,NA
U1901RG1,RNA_pathogens,gill,U1901,NA,NA
U1902RG1,RNA_pathogens,gill,U1902,NA,NA
U1903RG1,RNA_pathogens,gill,U1903,NA,NA
U1904RG1,RNA_pathogens,gill,U1904,NA,NA
U1905RG1,RNA_pathogens,gill,U1905,NA,NA
U1906RG1,RNA_pathogens,gill,U1906,NA,NA
U1907RG1,RNA_pathogens,gill,U1907,NA,NA
U1908RG1,RNA_pathogens,gill,U1908,NA,NA
U1909RG1,RNA_pathogens,gill,U1909,NA,NA
U1910RG1,RNA_pathogens,gill,U1910,NA,NA
U1911RG1,RNA_pathogens,gill,U1911,NA,NA
U1912RG1,RNA_pathogens,gill,U1912,NA,NA
U1913RG1,RNA_pathogens,gill,U1913,NA,NA
U1914RG1,RNA_pathogens,gill,U1914,NA,NA
U1915RG1,RNA_pathogens,gill,U1915,NA,NA
U1916RG1,RNA_pathogens,gill,U1916,NA,NA
U1917RG1,RNA_pathogens,gill,U1917,NA,NA
U1918RG1,RNA_pathogens,gill,U1918,NA,NA
U1919RG1,RNA_pathogens,gill,U1919,NA,NA
U1920RG1,RNA_pathogens,gill,U1920,NA,NA
U1921RG1,RNA_pathogens,gill,U1921,NA,NA
U1922RG1,RNA_pathogens,gill,U1922,NA,NA
U1923RG1,RNA_pathogens,gill,U1923,NA,NA
U1924RG1,RNA_pathogens,gill,U1924,NA,NA
U1925RG1,RNA_pathogens,gill,U1925,NA,NA
U1926RG1,RNA_pathogens,gill,U1926,NA,NA
U1927RG1,RNA_pathogens,gill,U1927,NA,NA
U1928RG1,RNA_pathogens,gill,U1928,NA,NA
U1929RG1,RNA_pathogens,gill,U1929,NA,NA
U1930RG1,RNA_pathogens,gill,U1930,NA,NA
U1931RG1,RNA_pathogens,gill,U1931,NA,NA
U1932RG1,RNA_pathogens,gill,U1932,NA,NA
U1933RG1,RNA_pathogens,gill,U1933,NA,NA
U1934RG1,RNA_pathogens,gill,U1934,NA,NA
U1935RG1,RNA_pathogens,gill,U1935,NA,NA
U1936RG1,RNA_pathogens,gill,U1936,NA,NA
U1937RG1,RNA_pathogens,gill,U1937,NA,NA
U1938RG1,RNA_pathogens,gill,U1938,NA,NA
U1939RG1,RNA_pathogens,gill,U1939,NA,NA
U1940RG1,RNA_pathogens,gill,U1940,NA,NA
U1941RG1,RNA_pathogens,gill,U1941,NA,NA
U1942RG1,RNA_pathogens,gill,U1942,NA,NA
U1943RG1,RNA_pathogens,gill,U1943,NA,NA
U1944RG1,RNA_pathogens,gill,U1944,NA,NA
U1945RG1,RNA_pathogens,gill,U1945,NA,NA
U1946RG1,RNA_pathogens,gill,U1946,NA,NA
U1947RG1,RNA_pathogens,gill,U1947,NA,NA
U1948RG1,RNA_pathogens,gill,U1948,NA,NA
U1949RG1,RNA_pathogens,gill,U1949,NA,NA
U1950RG1,RNA_pathogens,gill,U1950,NA,NA
U1951RG1,RNA_pathogens,gill,U1951,NA,NA
U1952RG1,RNA_pathogens,gill,U1952,NA,NA
U1953RG1,RNA_pathogens,gill,U1953,NA,NA
U1954RG1,RNA_pathogens,gill,U1954,NA,NA
U1955RG1,RNA_pathogens,gill,U1955,NA,NA
U1956RG1,RNA_pathogens,gill,U1956,NA,NA
U1957RG1,RNA_pathogens,gill,U1957,NA,NA
U1958RG1,RNA_pathogens,gill,U1958,NA,NA
U1959RG1,RNA_pathogens,gill,U1959,NA,NA
U1960RG1,RNA_pathogens,gill,U1960,NA,NA
U1961RG1,RNA_pathogens,gill,U1961,NA,NA
U1962RG1,RNA_pathogens,gill,U1962,NA,NA
U1963RG1,RNA_pathogens,gill,U1963,NA,NA
U1964RG1,RNA_pathogens,gill,U1964,NA,NA
U1965RG1,RNA_pathogens,gill,U1965,NA,NA
U1966RG1,RNA_pathogens,gill,U1966,NA,NA
U1967RG1,RNA_pathogens,gill,U1967,NA,NA
U1968RG1,RNA_pathogens,gill,U1968,NA,NA
U1969RG1,RNA_pathogens,gill,U1969,NA,NA
U1970RG1,RNA_pathogens,gill,U1970,NA,NA
U1971RG1,RNA_pathogens,gill,U1971,NA,NA
U1972RG1,RNA_pathogens,gill,U1972,NA,NA
U1973RG1,RNA_pathogens,gill,U1973,NA,NA
U1974RG1,RNA_pathogens,gill,U1974,NA,NA
U1975RG1,RNA_pathogens,gill,U1975,NA,NA
U1976RG1,RNA_pathogens,gill,U1976,NA,NA
U1977RG1,RNA_pathogens,gill,U1977,NA,NA
U1978RG1,RNA_pathogens,gill,U1978,NA,NA
U1979RG1,RNA_pathogens,gill,U1979,NA,NA
U1980RG1,RNA_pathogens,gill,U1980,NA,NA
U1981RG1,RNA_pathogens,gill,U1981,NA,NA
U1982RG1,RNA_pathogens,gill,U1982,NA,NA
U1983RG1,RNA_pathogens,gill,U1983,NA,NA
U1984RG1,RNA_pathogens,gill,U1984,NA,NA
U1985RG1,RNA_pathogens,gill,U1985,NA,NA
U1986RG1,RNA_pathogens,gill,U1986,NA,NA
U1987RG1,RNA_pathogens,gill,U1987,NA,NA
U1988RG1,RNA_pathogens,gill,U1988,NA,NA
U1989RG1,RNA_pathogens,gill,U1989,NA,NA
U1990RG1,RNA_pathogens,gill,U1990,NA,NA
U1991RG1,RNA_pathogens,gill,U1991,NA,NA
U1992RG1,RNA_pathogens,gill,U1992,NA,NA
U1993RG1,RNA_pathogens,gill,U1993,NA,NA
U1994RG1,RNA_pathogens,gill,U1994,NA,NA
U1995RG1,RNA_pathogens,gill,U1995,NA,NA
U1996RG1,RNA_pathogens,gill,U1996,NA,NA
U1997RG1,RNA_pathogens,gill,U1997,NA,NA
U1998RG1,RNA_pathogens,gill,U1998,NA,NA
U1999RG1,RNA_pathogens,gill,U1999,NA,NA
U2000RG1,RNA_pathogens,gill,U2000,NA,NA
U2001RG1,RNA_pathogens,gill,U2001,NA,NA
U2002RG1,RNA_pathogens,gill,U2002,NA,NA
U2003RG1,RNA_pathogens,gill,U2003,NA,NA
U2004RG1,RNA_pathogens,gill,U2004,NA,NA
U2005RG1,RNA_pathogens,gill,U2005,NA,NA
U2006RG1,RNA_pathogens,gill,U2006,NA,NA
U2007RG1,RNA_pathogens,gill,U2007,NA,NA
U2008RG1,RNA_pathogens,gill,U2008,NA,NA
U2009RG1,RNA_pathogens,gill,U2009,NA,NA
U2010RG1,RNA_pathogens,gill,U2010,NA,NA
U2011RG1,RNA_pathogens,gill,U2011,NA,NA
U2012RG1,RNA_pathogens,gill,U2012,NA,NA
U2013RG1,RNA_pathogens,gill,U2013,NA,NA
U2014RG1,RNA_pathogens,gill,U2014,NA,NA
U2015RG1,RNA_pathogens,gill,U2015,NA,NA
U2016RG1,RNA_pathogens,gill,U2016,NA,NA
U2017RG1,RNA_pathogens,gill,U2017,NA,PBS
U2018RG1,RNA_pathogens,gill,U2018,NA,PBS
U2019RG1,RNA_pathogens,gill,U2019,NA,PBS
U2020RG1,RNA_pathogens,gill,U2020,NA,PBS
U2021RG1,RNA_pathogens,gill,U2021,NA,NA
U2022RG1,RNA_pathogens,gill,U2022,NA,NA
U2024RG1,RNA_pathogens,gill,U2024,NA,NA
U2025RG1,RNA_pathogens,gill,U2025,NA,NA
U2029RG1,RNA_pathogens,gill,U2029,NA,NA
U2030RG1,RNA_pathogens,gill,U2030,NA,NA
U2031RG1,RNA_pathogens,gill,U2031,NA,PBS
U2032RG1,RNA_pathogens,gill,U2032,NA,PBS
U2033RG1,RNA_pathogens,gill,U2033,NA,NA
U2034RG1,RNA_pathogens,gill,U2034,NA,NA
U2035RG1,RNA_pathogens,gill,U2035,NA,NA
U2036RG1,RNA_pathogens,gill,U2036,NA,NA
U2037RG1,RNA_pathogens,gill,U2037,NA,NA
U2038RG1,RNA_pathogens,gill,U2038,NA,NA
U2039RG1,RNA_pathogens,gill,U2039,NA,NA
U2041RG1,RNA_pathogens,gill,U2041,NA,NA
U2042RG1,RNA_pathogens,gill,U2042,NA,NA
U2043RG1,RNA_pathogens,gill,U2043,NA,NA
U2044RG1,RNA_pathogens,gill,U2044,NA,NA
U2045RG1,RNA_pathogens,gill,U2045,NA,NA
U2046RG1,RNA_pathogens,gill,U2046,NA,NA
U2047RG1,RNA_pathogens,gill,U2047,NA,NA
U2048RG1,RNA_pathogens,gill,U2048,NA,NA
U2049RG1,RNA_pathogens,gill,U2049,NA,NA
U2051RG1,RNA_pathogens,gill,U2051,NA,NA
U2052RG1,RNA_pathogens,gill,U2052,NA,NA
U2053RG1,RNA_pathogens,gill,U2053,NA,NA
U2054RG1,RNA_pathogens,gill,U2054,NA,NA
U2055RG1,RNA_pathogens,gill,U2055,NA,NA
U2056RG1,RNA_pathogens,gill,U2056,NA,NA
U2057RG1,RNA_pathogens,gill,U2057,NA,NA
U2058RG1,RNA_pathogens,gill,U2058,NA,NA
U2059RG1,RNA_pathogens,gill,U2059,NA,NA
U2060RG1,RNA_pathogens,gill,U2060,NA,NA
U2071RG1,RNA_pathogens,gill,U2071,NA,NA
U2072RG1,RNA_pathogens,gill,U2072,NA,NA
U2073RG1,RNA_pathogens,gill,U2073,NA,NA
U2074RG1,RNA_pathogens,gill,U2074,NA,NA
U2075RG1,RNA_pathogens,gill,U2075,NA,NA
U2076RG1,RNA_pathogens,gill,U2076,NA,NA
U2077RG1,RNA_pathogens,gill,U2077,NA,NA
U2078RG1,RNA_pathogens,gill,U2078,NA,NA
U2079RG1,RNA_pathogens,gill,U2079,NA,NA
U2080RG1,RNA_pathogens,gill,U2080,NA,NA
U2081RG1,RNA_pathogens,gill,U2081,NA,NA
U2082RG1,RNA_pathogens,gill,U2082,NA,NA
U2083RG1,RNA_pathogens,gill,U2083,NA,NA
U2084RG1,RNA_pathogens,gill,U2084,NA,NA
U2085RG1,RNA_pathogens,gill,U2085,NA,NA
U2086RG1,RNA_pathogens,gill,U2086,NA,NA
U2087RG1,RNA_pathogens,gill,U2087,NA,NA
U2088RG1,RNA_pathogens,gill,U2088,NA,NA
U2089RG1,RNA_pathogens,gill,U2089,NA,NA
U2090RG1,RNA_pathogens,gill,U2090,NA,NA
U2091RG1,RNA_pathogens,gill,U2091,NA,NA
U2092RG1,RNA_pathogens,gill,U2092,NA,NA
U2093RG1,RNA_pathogens,gill,U2093,NA,NA
U2094RG1,RNA_pathogens,gill,U2094,NA,NA
U2095RG1,RNA_pathogens,gill,U2095,NA,NA
U2096RG1,RNA_pathogens,gill,U2096,NA,NA
U2097RG1,RNA_pathogens,gill,U2097,NA,NA
U2098RG1,RNA_pathogens,gill,U2098,NA,NA
U2099RG1,RNA_pathogens,gill,U2099,NA,NA
U2110RG1,RNA_pathogens,gill,U2110,NA,NA
U2116RG1,RNA_pathogens,gill,U2116,NA,NA
U2117RG1,RNA_pathogens,gill,U2117,NA,NA
U2118RG1,RNA_pathogens,gill,U2118,NA,NA
U2119RG1,RNA_pathogens,gill,U2119,NA,NA
U2120RG1,RNA_pathogens,gill,U2120,NA,NA
U2131RG1,RNA_pathogens,gill,U2131,NA,NA
U2132RG1,RNA_pathogens,gill,U2132,NA,NA
U2133RG1,RNA_pathogens,gill,U2133,NA,NA
U2134RG1,RNA_pathogens,gill,U2134,NA,NA
U2135RG1,RNA_pathogens,gill,U2135,NA,NA
U2141RG1,RNA_pathogens,gill,U2141,NA,NA
U2142RG1,RNA_pathogens,gill,U2142,NA,NA
U2143RG1,RNA_pathogens,gill,U2143,NA,NA
U2144RG1,RNA_pathogens,gill,U2144,NA,NA
U2145RG1,RNA_pathogens,gill,U2145,NA,NA
U2146RG1,RNA_pathogens,gill,U2146,NA,NA
U2149RG1,RNA_pathogens,gill,U2149,NA,NA
U2150RG1,RNA_pathogens,gill,U2150,NA,NA
U2156RG1,RNA_pathogens,gill,U2156,NA,NA
U2157RG1,RNA_pathogens,gill,U2157,NA,NA
U2158RG1,RNA_pathogens,gill,U2158,NA,NA
U2159RG1,RNA_pathogens,gill,U2159,NA,NA
U2160RG1,RNA_pathogens,gill,U2160,NA,NA
U2161RG1,RNA_pathogens,gill,U2161,NA,NA
U2162RG1,RNA_pathogens,gill,U2162,NA,NA
U2163RG1,RNA_pathogens,gill,U2163,NA,NA
U2164RG1,RNA_pathogens,gill,U2164,NA,NA
U2165RG1,RNA_pathogens,gill,U2165,NA,NA
U2166RG1,RNA_pathogens,gill,U2166,NA,NA
U2167RG1,RNA_pathogens,gill,U2167,NA,NA
U2168RG1,RNA_pathogens,gill,U2168,NA,NA
U2169RG1,RNA_pathogens,gill,U2169,NA,NA
U2170RG1,RNA_pathogens,gill,U2170,NA,NA
U2171RG1,RNA_pathogens,gill,U2171,NA,NA
U2172RG1,RNA_pathogens,gill,U2172,NA,NA
U2173RG1,RNA_pathogens,gill,U2173,NA,NA
U2174RG1,RNA_pathogens,gill,U2174,NA,NA
U2175RG1,RNA_pathogens,gill,U2175,NA,NA
U2176RG1,RNA_pathogens,gill,U2176,NA,NA
U2177RG1,RNA_pathogens,gill,U2177,NA,NA
U2178RG1,RNA_pathogens,gill,U2178,NA,NA
U2179RG1,RNA_pathogens,gill,U2179,NA,NA
U2180RG1,RNA_pathogens,gill,U2180,NA,NA
U2181RG1,RNA_pathogens,gill,U2181,NA,NA
U2182RG1,RNA_pathogens,gill,U2182,NA,NA
U2183RG1,RNA_pathogens,gill,U2183,Brain fell into gill vial,NA
U2184RG1,RNA_pathogens,gill,U2184,NA,NA
U2185RG1,RNA_pathogens,gill,U2185,NA,NA
U2186RG1,RNA_pathogens,gill,U2186,NA,NA
U2187RG1,RNA_pathogens,gill,U2187,NA,NA
U2188RG1,RNA_pathogens,gill,U2188,NA,NA
U2189RG1,RNA_pathogens,gill,U2189,NA,NA
U2191RG1,RNA_pathogens,gill,U2191,NA,NA
U2192RG1,RNA_pathogens,gill,U2192,NA,PBS
U2193RG1,RNA_pathogens,gill,U2193,NA,PBS
U2194RG1,RNA_pathogens,gill,U2194,NA,PBS
U2195RG1,RNA_pathogens,gill,U2195,NA,PBS
U2196RG1,RNA_pathogens,gill,U2196,NA,PBS
U2197RG1,RNA_pathogens,gill,U2197,NA,PBS
U2198RG1,RNA_pathogens,gill,U2198,NA,PBS
U2199RG1,RNA_pathogens,gill,U2199,NA,NA
U2200RG1,RNA_pathogens,gill,U2200,NA,PBS
U2201RG1,RNA_pathogens,gill,U2201,NA,NA
U2202RG1,RNA_pathogens,gill,U2202,NA,NA
U2203RG1,RNA_pathogens,gill,U2203,NA,NA
U2204RG1,RNA_pathogens,gill,U2204,NA,NA
U2205RG1,RNA_pathogens,gill,U2205,NA,NA
U2206RG1,RNA_pathogens,gill,U2206,NA,NA
U2207RG1,RNA_pathogens,gill,U2207,NA,NA
U2208RG1,RNA_pathogens,gill,U2208,NA,NA
U2209RG1,RNA_pathogens,gill,U2209,NA,NA
U2210RG1,RNA_pathogens,gill,U2210,NA,NA
U2211RG1,RNA_pathogens,gill,U2211,NA,NA
U2212RG1,RNA_pathogens,gill,U2212,NA,NA
U2213RG1,RNA_pathogens,gill,U2213,NA,NA
U2214RG1,RNA_pathogens,gill,U2214,NA,NA
U2215RG1,RNA_pathogens,gill,U2215,NA,NA
U2216RG1,RNA_pathogens,gill,U2216,NA,NA
U2217RG1,RNA_pathogens,gill,U2217,NA,NA
U2218RG1,RNA_pathogens,gill,U2218,NA,NA
U2219RG1,RNA_pathogens,gill,U2219,NA,NA
U2220RG1,RNA_pathogens,gill,U2220,NA,NA
U2241RG1,RNA_pathogens,gill,U2241,NA,NA
U2242RG1,RNA_pathogens,gill,U2242,NA,NA
U2243RG1,RNA_pathogens,gill,U2243,NA,NA
U2244RG1,RNA_pathogens,gill,U2244,NA,NA
U2245RG1,RNA_pathogens,gill,U2245,NA,NA
U2246RG1,RNA_pathogens,gill,U2246,NA,NA
U2247RG1,RNA_pathogens,gill,U2247,NA,NA
U2248RG1,RNA_pathogens,gill,U2248,NA,NA
U2249RG1,RNA_pathogens,gill,U2249,NA,NA
U2250RG1,RNA_pathogens,gill,U2250,NA,NA
U2261RG1,RNA_pathogens,gill,U2261,NA,NA
U2262RG1,RNA_pathogens,gill,U2262,NA,PBS
U2263RG1,RNA_pathogens,gill,U2263,NA,PBS
U2264RG1,RNA_pathogens,gill,U2264,NA,PBS
U2265RG1,RNA_pathogens,gill,U2265,NA,PBS
U2266RG1,RNA_pathogens,gill,U2266,NA,PBS
U2267RG1,RNA_pathogens,gill,U2267,NA,PBS
U2268RG1,RNA_pathogens,gill,U2268,NA,PBS
U2269RG1,RNA_pathogens,gill,U2269,NA,PBS
U2270RG1,RNA_pathogens,gill,U2270,NA,NA
U2271RG1,RNA_pathogens,gill,U2271,NA,NA
U2272RG1,RNA_pathogens,gill,U2272,NA,NA
U2273RG1,RNA_pathogens,gill,U2273,NA,NA
U2274RG1,RNA_pathogens,gill,U2274,NA,NA
U2275RG1,RNA_pathogens,gill,U2275,NA,NA
U2276RG1,RNA_pathogens,gill,U2276,NA,NA
U2277RG1,RNA_pathogens,gill,U2277,NA,NA
U2278RG1,RNA_pathogens,gill,U2278,NA,NA
U2279RG1,RNA_pathogens,gill,U2279,NA,NA
U2280RG1,RNA_pathogens,gill,U2280,NA,NA
U2300RG1,RNA_pathogens,gill,U2300,NA,NA
U2301RG1,RNA_pathogens,gill,U2301,NA,NA
U2302RG1,RNA_pathogens,gill,U2302,NA,NA
U2303RG1,RNA_pathogens,gill,U2303,NA,NA
U2304RG1,RNA_pathogens,gill,U2304,NA,NA
U2325RG1,RNA_pathogens,gill,U2325,NA,NA
U2326RG1,RNA_pathogens,gill,U2326,NA,NA
U2327RG1,RNA_pathogens,gill,U2327,NA,NA
U2328RG1,RNA_pathogens,gill,U2328,NA,NA
U2329RG1,RNA_pathogens,gill,U2329,NA,NA
U2330RG1,RNA_pathogens,gill,U2330,NA,NA
U2331RG1,RNA_pathogens,gill,U2331,NA,NA
U2332RG1,RNA_pathogens,gill,U2332,NA,NA
U2333RG1,RNA_pathogens,gill,U2333,NA,NA
U2334RG1,RNA_pathogens,gill,U2334,NA,NA
U2335RG1,RNA_pathogens,gill,U2335,NA,NA
U2336RG1,RNA_pathogens,gill,U2336,NA,NA
U2337RG1,RNA_pathogens,gill,U2337,NA,NA
U2338RG1,RNA_pathogens,gill,U2338,NA,NA
U2339RG1,RNA_pathogens,gill,U2339,NA,NA
U2340RG1,RNA_pathogens,gill,U2340,NA,NA
U2341RG1,RNA_pathogens,gill,U2341,NA,NA
U2342RG1,RNA_pathogens,gill,U2342,NA,NA
U2343RG1,RNA_pathogens,gill,U2343,NA,NA
U2344RG1,RNA_pathogens,gill,U2344,NA,NA
U2345RG1,RNA_pathogens,gill,U2345,NA,NA
U2346RG1,RNA_pathogens,gill,U2346,NA,NA
U2347RG1,RNA_pathogens,gill,U2347,NA,NA
U2348RG1,RNA_pathogens,gill,U2348,NA,NA
U2349RG1,RNA_pathogens,gill,U2349,NA,PBS
U2350RG1,RNA_pathogens,gill,U2350,NA,PBS
U2351RG1,RNA_pathogens,gill,U2351,NA,PBS
U2352RG1,RNA_pathogens,gill,U2352,NA,PBS
U2353RG1,RNA_pathogens,gill,U2353,NA,PBS
U2354RG1,RNA_pathogens,gill,U2354,NA,PBS
U2355RG1,RNA_pathogens,gill,U2355,NA,PBS
U2356RG1,RNA_pathogens,gill,U2356,NA,PBS
U2357RG1,RNA_pathogens,gill,U2357,NA,PBS
U2358RG1,RNA_pathogens,gill,U2358,NA,PBS
U2359RG1,RNA_pathogens,gill,U2359,NA,PBS
U2360RG1,RNA_pathogens,gill,U2360,NA,PBS
U2361RG1,RNA_pathogens,gill,U2361,NA,PBS
