sample_id,sieve,fraction_proc,size_class,phylum,class,subclass,order,infraorder,family,genus,species,life_stage,sex,length,count,tot_count,abundance,lab_processor
JSPK1118,1000,0.5,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,zoea,,<2,11,22,1.117405417,Jihyun Kim
JSPK1118,1000,0.5,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,,<2,1,2,0.101582311,Jihyun Kim
JSPK1118,1000,0.5,>10,Chaetognatha,Sagittoidea,,,,,,,,,23,1,2,0.101582311,Jihyun Kim
JSPK1118,1000,0.5,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,,<2,61,122,6.196520951,Jihyun Kim
JSPK1118,1000,0.5,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Euphausiacea,,Euphausiidae,,,furcilia,,<2,4,8,0.406329243,Jihyun Kim
JSPK1118,1000,0.5,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,Fabia,subquadrata,zoea,,<2,1,2,0.101582311,Jihyun Kim
JSPK1118,1000,0.5,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,,<2,11,22,1.117405417,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,45,1500,76.18673301,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Aetideidae,Aetidius,diveregns,,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,6,200,10.15823107,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,,copepodite,,<2,17,566.6666667,28.78165469,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,<2,7,233.3333333,11.85126958,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,,<2,7,233.3333333,11.85126958,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C3,,<2,3,100,5.079115534,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C2,,<2,3,100,5.079115534,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,212,7066.666667,358.9241644,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,<1,,,,,,,Unknown,,egg,,0.4,5,166.6666667,8.465192558,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Oithonidae,Oithona,,,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Oncaeidae,Oncaea,,,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,<1,Annelida,Polychaeta,Sedentaria,Spionida,,Spionidae,,,nectochaete,,<2,1,33.33333333,1.693038511,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,58,1933.333333,98.19623364,Jihyun Kim
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,,<2,2,66.66666667,3.386077023,Jihyun Kim
JSPK1122,2000,1,5 to 10,Cnidaria,Hydrozoa,Trachylinae,Trachymedusae,,Rhopalonematidae,Aglantha,digitale,,,6.5,1,1,0.06419618,Andrea Le
JSPK1122,2000,1,5 to 10,Cnidaria,Hydrozoa,Trachylinae,Trachymedusae,,Rhopalonematidae,Aglantha,digitale,,,6.5,1,1,0.06419618,Andrea Le
JSPK1122,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,larvae,,4.5,1,1,0.06419618,Andrea Le
JSPK1122,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,larvae,,4.5,1,1,0.06419618,Andrea Le
JSPK1122,2000,1,>10,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,13,1,1,0.06419618,Andrea Le
JSPK1122,2000,1,>10,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,13,1,1,0.06419618,Andrea Le
JSPK1122,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,4.25,6,6,0.385177081,Andrea Le
JSPK1122,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,4.25,6,6,0.385177081,Andrea Le
JSPK1122,2000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corynidae,Sarsia,,,,4.8,1,1,0.06419618,Andrea Le
JSPK1122,2000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corynidae,Sarsia,,,,4.8,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,marshallae,,,3.5,19,19,1.219727424,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.7,39,39,2.503651028,Andrea Le
JSPK1122,1000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,F,<2,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,F,4,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,M,3.3,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,C5,,2.8,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Leptothecata,,,,,,,3.4,3,3,0.192588541,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Majidae,,,larvae,,2.5,2,2,0.12839236,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Metridinidae,Metridia,,,,3.2,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,3.1,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,3.9,10,10,0.641961802,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Anomura,Porcellanidae,,,larvae,,2.5,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corynidae,Sarsia,,,,2.4,1,1,0.06419618,Andrea Le
JSPK1122,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,F,2.2,11,11,0.706157982,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,129,6450,414.0653623,Andrea Le
JSPK1122,250,0.02,1 to 2,Cnidaria,Hydrozoa,Trachylinae,Trachymedusae,,Rhopalonematidae,Aglantha,digitale,,,<2,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,18,900,57.77656218,Andrea Le
JSPK1122,250,0.02,<1,Bryozoa,,,,,,,,cyphonaut,,<2,2,100,6.41961802,Andrea Le
JSPK1122,250,0.02,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.2,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,C5,,<2,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,<C5,,<2,3,150,9.62942703,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,6,300,19.25885406,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C3,,<2,3,150,9.62942703,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C2,,<2,2,100,6.41961802,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,4,200,12.83923604,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,12,600,38.51770812,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,<1,Echinodermata,,,,,,,,larvae,,<2,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,<1,,,,,,,Unknown,,egg,,<2,39,1950,125.1825514,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,<C5,,<2,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Malacostraca,Eumalacostraca,Euphausiacea,,Euphausiidae,,,calyptopis,,<2,5,250,16.04904505,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,15,750,48.14713515,Andrea Le
JSPK1122,250,0.02,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Majidae,,,larvae,,<2,2,100,6.41961802,Andrea Le
JSPK1122,250,0.02,1 to 2,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,3,150,9.62942703,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Oithonidae,Oithona,,,,<2,5,250,16.04904505,Andrea Le
JSPK1122,250,0.02,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,2.5,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,130,6500,417.2751713,Andrea Le
JSPK1122,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,1,50,3.20980901,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,80,4000,256.7847208,Andrea Le
JSPK1122,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,<C5,,<2,1,50,3.20980901,Andrea Le
JSPK1123,2000,1,5 to 10,Cnidaria,Hydrozoa,Trachylinae,Trachymedusae,,Rhopalonematidae,Aglantha,digitale,,,5.05,4,4,0.260166012,Andrea Le
JSPK1123,2000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Annatiara,affinis,,,3.3,1,1,0.065041503,Andrea Le
JSPK1123,2000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Siphonostomatoida,,Caligidae,Caligus,,,,4.5,1,1,0.065041503,Andrea Le
JSPK1123,2000,1,>10,Chaetognatha,Sagittoidea,,,,,,,,,13,2,2,0.130083006,Andrea Le
JSPK1123,2000,1,5 to 10,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,5.9,5,5,0.325207515,Andrea Le
JSPK1123,2000,1,2 to 5,Ochrophyta,Bacillariophyceae,,Fragilariales,,Fragilariaceae,Ctenophora,,,,4,1,1,0.065041503,Andrea Le
JSPK1123,2000,1,5 to 10,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Eucalanidae,Eucalanus,,,,5,1,1,0.065041503,Andrea Le
JSPK1123,2000,1,>10,Cnidaria,Hydrozoa,Hydroidolina,Leptothecata,,,,,,,19,1,1,0.065041503,Andrea Le
JSPK1123,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Leptothecata,,,,,,,7.75,7,7,0.455290521,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Aetideidae,Aetidius,diveregns,,,2.2,4,4,0.260166012,Andrea Le
JSPK1123,1000,1,2 to 5,Cnidaria,Hydrozoa,Trachylinae,Trachymedusae,,Rhopalonematidae,Aglantha,digitale,,,3.7,1,1,0.065041503,Andrea Le
JSPK1123,1000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Annatiara,affinis,,,2.7,2,2,0.130083006,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,marshallae,,,3.5,21,21,1.365871564,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.7,7,7,0.455290521,Andrea Le
JSPK1123,1000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,F,<2,3,3,0.195124509,Andrea Le
JSPK1123,1000,1,>10,Chaetognatha,Sagittoidea,,,,,,,,,13.5,2,2,0.130083006,Andrea Le
JSPK1123,1000,1,2 to 5,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,2.8,1,1,0.065041503,Andrea Le
JSPK1123,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,1,1,0.065041503,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,,2.6,2,2,0.130083006,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Eucalanidae,Eucalanus,,,,4.4,2,2,0.130083006,Andrea Le
JSPK1123,1000,1,5 to 10,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,,Hyperiidae,Themisto,,,,5.4,3,3,0.195124509,Andrea Le
JSPK1123,1000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Leptothecata,,,,,,,3.25,2,2,0.130083006,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Metridinidae,Metridia,,,,2.8,31,31,2.016286594,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,3.25,7,7,0.455290521,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,3.7,3,3,0.195124509,Andrea Le
JSPK1123,1000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,6,6,0.390249018,Andrea Le
JSPK1123,1000,1,5 to 10,Annelida,Polychaeta,Errantia,Phyllodocida,,Syllidae,,,,,6.25,3,3,0.195124509,Andrea Le
JSPK1123,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,F,2.2,2,2,0.130083006,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,34,1133.333333,73.71370341,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Aetideidae,Aetidius,diveregns,<C5,,<2,1,33.33333333,2.168050101,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,20,666.6666667,43.36100202,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,<C5,,<2,3,100,6.504150303,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,<C5,,<2,3,100,6.504150303,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,6,200,13.00830061,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C3,,<2,6,200,13.00830061,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C2,,<2,2,66.66666667,4.336100202,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,5,166.6666667,10.84025051,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,49,1633.333333,106.2344549,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,13,433.3333333,28.18465131,Andrea Le
JSPK1123,250,0.03,<1,,,,,,,Unknown,,egg,,<2,4,133.3333333,8.672200402,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,<C5,,<2,2,66.66666667,4.336100202,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Malacostraca,Eumalacostraca,Euphausiacea,,Euphausiidae,,,calyptopis,,<2,19,633.3333333,41.19295192,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,8,266.6666667,17.34440081,Andrea Le
JSPK1123,250,0.03,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,,,,,,,2.25,2,66.66666667,4.336100202,Andrea Le
JSPK1123,250,0.03,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,4,133.3333333,8.672200402,Andrea Le
JSPK1123,250,0.03,<1,Mollusca,Gastropoda,,,,,,,veliger,,<2,1,33.33333333,2.168050101,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Harpacticoida,,,,,,,<2,2,66.66666667,4.336100202,Andrea Le
JSPK1123,250,0.03,1 to 2,Cnidaria,Hydrozoa,,,,,,,,,<2,6,200,13.00830061,Andrea Le
JSPK1123,250,0.03,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Metridinidae,Metridia,,,,2,11,366.6666667,23.84855111,Andrea Le
JSPK1123,250,0.03,1 to 2,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,11,366.6666667,23.84855111,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Oithonidae,Oithona,,,,<2,10,333.3333333,21.68050101,Andrea Le
JSPK1123,250,0.03,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,2.4,2,66.66666667,4.336100202,Andrea Le
JSPK1123,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,49,1633.333333,106.2344549,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,97,3233.333333,210.3008598,Andrea Le
JSPK1123,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,<C5,,<2,1,33.33333333,2.168050101,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,90,3000,199.48,Andrea Le
JSPK1135,2000,1,>10,Cnidaria,Hydrozoa,,Leptothecata,,Aequoreidae,Aequorea,victoria,,,60,1,1,0.07,Andrea Le
JSPK1135,2000,1,>10,Cnidaria,Hydrozoa,,Leptothecata,,Aequoreidae,Aequorea,victoria,,,60,1,1,0.07,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Aetideidae,Aetidius,diveregns,,,2,1,1,0.07,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,7,233,15.52,Andrea Le
JSPK1135,250,0.03,<1,Bryozoa,,,,,,,,cyphonaut,,<2,8,267,17.73,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,marshallae,,,3.6,119,119,7.91,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.9,44,44,2.93,Andrea Le
JSPK1135,250,0.03,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.4,1,33,2.22,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,C5,,<2,1,33,2.22,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,F,<2,1,33,2.22,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,M,<2,1,33,2.22,Andrea Le
JSPK1135,1000,1,5 to 10,Chaetognatha,Sagittoidea,,,,,,,,,9.5,6,6,0.4,Andrea Le
JSPK1135,250,0.03,2 to 5,Chaetognatha,Sagittoidea,,,,,,,,,3,1,33,2.22,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,9,300,19.95,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C2,,<2,2,67,4.43,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,3,100,6.65,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,1,33,2.22,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,1,33,2.22,Andrea Le
JSPK1135,250,0.03,<1,,,,,,,Unknown,,egg,,<2,208,6933,461.03,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,F,3.5,1,1,0.07,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,C5,,2.8,1,1,0.07,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,9,300,19.95,Andrea Le
JSPK1135,250,0.03,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,3,100,6.65,Andrea Le
JSPK1135,250,0.03,<1,Mollusca,Gastropoda,,,,,,,veliger,,<2,1,33,2.22,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Grapsidae,,,larvae,,2.7,1,1,0.07,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Harpacticoida,,,,,,,<2,1,33,2.22,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,,Hyperiidae,Themisto,,,,3,1,1,0.07,Andrea Le
JSPK1135,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Leukartiara,,,,8.5,1,1,0.07,Andrea Le
JSPK1135,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Leukartiara,,,,8.5,1,1,0.07,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Majidae,,,larvae,,<2,2,67,4.43,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Metridinidae,Metridia,,,,3,1,1,0.07,Andrea Le
JSPK1135,250,0.03,2 to 5,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,4,133,8.87,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,4.1,3,3,0.2,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,<2,2,67,4.43,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,18,600,39.9,Andrea Le
