sampleID,site,location,region,date,depth,mesh,flowin,flowout,distance,duration,volume,vol.cor,sieve,fraction.proc,sizeclass,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,count,totcount,abundance,lab.processor,processor.notes
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,1-2,Chaetognatha,NA,NA,NA,NA,NA,Other,Chaetognatha,Chaetognatha,Chaetognath,NA,NA,<2,1,32,2.17,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,16,512,34.80,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,17,544,36.97,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,2,64,4.35,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,211,6752,458.92,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,290,9280,630.74,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod veliger,NA,NA,<2,1,32,2.17,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Heteropod,NA,NA,<2,3,96,6.52,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Microcalanus,NA,Calanoid copepod,Microcalanus,Microcalanus,Microcalanus,NA,m,<2,1,32,2.17,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,Amphipod ,Gammaridae,Amphipoda,NA,NA,NA,<2,1,32,2.17,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Annelida,Polychaeta,Terebellida,Flabelligeridae,NA,NA,Other,Flabelligeridae,Flabelligeridae,NA,NA,NA,<2,1,32,2.17,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,1-2,Cnidaria,Hydrozoa,NA,NA,NA,NA,Other,Hydrozoa,Hydrozoa,NA,NA,NA,<2,3,96,6.52,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,2-5,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,NA,NA,NA,2.5,1,32,2.17,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,2-5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,101,3232,219.67,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,1-2,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,Other,Oithona,Oithona,Oithona,NA,NA,<2,4,128,8.70,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,1-2,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,parvus,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus parvus,NA,f,<2,12,384,26.10,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,1-2,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,parvus,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus parvus,NA,m,<2,1,32,2.17,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,101,3232,219.67,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,2-5,Annelida,Polychaeta,NA,NA,NA,NA,Other,Polychaeta,Polychaeta,Polychaete larvae,larva,NA,3.2,2,64,4.35,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,3,96,6.52,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,2000,1,5-10,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,Other,Siphonophorae,Siphonophorae,Siphonophore,NA,NA,7.1,1,1,0.07,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,1-2,Annelida,Polychaeta,Canalipalpata,Spionidae,NA,NA,Other,Spionidae,Spionidae,Spionidae,NA,NA,<2,2,64,4.35,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,1000,1,5-10,Annelida,Polychaeta,Phyllodocida,Tomopteridae,NA,NA,Other,Tomopteridae,Tomopteridae,Tomopteris,NA,NA,7.5,1,1,0.07,Sam James,
QPK1039,D10,DI,East,2015-06-05,0,250,74837,77593,74.06206206,0:03:00,14.53467968,14.71277281,250,0.03125,<1,Annelida,Polychaeta,NA,NA,NA,NA,Other,Polychaeta,Polychaeta,Trocophore,trocophore,NA,<2,1,32,2.17,Sam James,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,9,900,85.52,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,2000,1,>10,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,victoria,Other,Aequorea,Aequorea,Aequorea victoria,NA,NA,12,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,2000,1,5-10,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,NA,Other,Aglantha,Aglantha,Aglantha,NA,NA,6.5,2,2,0.19,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,5-10,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,NA,Other,Aglantha,Aglantha,Aglantha,NA,NA,7.5,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Cnidaria,Hydrozoa,Anthomedusae,NA,NA,NA,Other,Anthomedusae,Anthomedusae,Anthomedusae,NA,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,5,500,47.51,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,NA,Calanoid copepod,Calanus,Calanus,Calanus,<C5,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,Calanus marshallae,NA,NA,3.15,21,21,2.00,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Callianassidae,NA,NA,Decapod ,Callianassidae,Decapoda,Callianassidae,NA,NA,4.8,4,4,0.38,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,7,700,66.52,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,2000,1,>10,Chaetognatha,NA,NA,NA,NA,NA,Other,Chaetognatha,Chaetognatha,Chaetognath,NA,NA,17,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,4,400,38.01,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,3,300,28.51,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,7,700,66.52,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,7,700,66.52,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,NA,2.6,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,<C5,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata <C5,NA,NA,2.5,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid calytopsis,NA,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,NA,Other,Euphysa,Euphysa,Euphysa,NA,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,5,500,47.51,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,Amphipod ,Gammaridae,Amphipoda,Gammarid,NA,NA,4,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod egg,NA,NA,<2,2,200,19.01,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod veliger,veliger,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,NA,NA,Amphipod ,Hyperiidae,Hyperiidae,Hyperiid amphipod,NA,NA,3.25,2,2,0.19,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,Other,Leptomedusae,Leptomedusae,Leptomedusae,NA,NA,4.1,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod ,Majidae,Majidae,Majidae,NA,NA,3.1,2,2,0.19,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,Metridia,NA,NA,3.3,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,NA,Other,Nanomia,Nanomia,Nanomia,NA,NA,3.6,5,5,0.48,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,10,1000,95.03,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,Other,Oithona,Oithona,Oithona,NA,NA,<2,2,200,19.01,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,5-10,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,Decapod ,Pandalidae,Pandalidae,Pandalidae,NA,NA,5.7,5,5,0.48,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,NA,NA,Other,Pandeidae,Pandeidae,Pandeidae,NA,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,140,14000,1330.38,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,4,400,38.01,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,2000,1,2-5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,Decapod ,Porcellanidae,Porcellanidae,Porcellanidae,NA,NA,3.9,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,9,900,85.52,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,Other,Siphonophorae,Siphonophorae,Siphonophore,NA,NA,<2,1,100,9.50,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,2000,1,5-10,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,Other,Siphonophorae,Siphonophorae,Siphonophore pneumatophore,NA,NA,5.5,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,2000,1,5-10,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA,Other,Tomopteris,Tomopteris,Tomopteris,NA,NA,7,1,1,0.10,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,5-10,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA,Other,Tomopteris,Tomopteris,Tomopteris,NA,NA,7.55,26,26,2.47,Andrea Le,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,1,50,4.72,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,22,1100,103.78,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,<C5,NA,<2,5,250,23.59,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,1000,1,5-10,Arthropoda,Malacostraca,Decapoda,Crangonidae,NA,NA,Decapod ,Crangonidae,Crangonidae,Crangonidae,NA,NA,4.75,1,1,0.09,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,2,100,9.43,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,2,100,9.43,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,176,8800,830.25,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,1-2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,15,750,70.76,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,105,5250,495.32,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,30,1500,141.52,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,82,4100,388.36,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,2000,1,5-10,Cnidaria,Hydrozoa,Leptomedusae,Aequoreidae,Aequorea,victoria,Other,Aequorea,Aequorea,Aequorea victoria,NA,NA,9,1,1,0.09,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,101,5050,478.35,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,3,150,14.21,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,1,50,4.74,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,1,1,0.09,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,8,400,37.89,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,2-5,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,Other,Clytia,Clytia,Clytia,NA,NA,2.3,1,1,0.09,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,11,550,52.10,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,1,50,4.74,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,56,2800,265.22,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Ctenophora,NA,NA,NA,NA,NA,Other,Ctenophora,Ctenophora,Ctenophore,NA,NA,<2,1,50,4.74,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,5,250,23.68,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,1-2,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Decapod ,Decapoda,Decapoda,Decapod,NA,NA,2,1,1,0.09,Sam James,
