ufn,sample_id,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,lab_staff,comments,quality_level,quality_log
U546,S546SL1,2017-01-31,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U543,S543SL1,2017-01-31,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U544,S544SL1,2017-01-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U355,S355SL1,2017-02-02,8,8,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U397,S397SL1,2017-02-02,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,1,1,1,0,0,0,0,LP,NA,Raw,NA
U398,S398SL1,2017-02-02,12,11,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U390,S390SL1,2017-02-02,8,9,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U396,S396SL1,2017-02-02,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U319,S319SL1,2017-02-02,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U485,NA,2017-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U482,S482SL1,2017-02-02,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U351,S351SL1,2017-02-02,5,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U444,S444SL1,2017-02-02,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U438,S438SL1,2017-02-02,12,13,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,1,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U443,S443SL1,2017-02-02,13,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U437,S437SL1,2017-02-02,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U441,S441SL1,2017-02-02,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,LP,NA,Raw,NA
U534,S534SL1,2017-02-02,10,11,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U535,S535SL1,2017-02-02,7,9,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,LP,NA,Raw,NA
U533,S533SL1,2017-02-02,11,11,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U584,S584SL1,2017-02-02,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U586,S586SL1,2017-02-02,12,12,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,2,0,0,0,0,0,1,0,1,0,0,LP,NA,Raw,NA
U525,S525SL1,2017-02-03,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U578,S578SL1,2017-02-03,4,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U576,S576SL1,2017-02-03,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U557,S557SL1,2017-02-03,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U597,S597SL1,2017-02-03,101,97,6,0,3,0,0,0,0,0,0,0,0,0,7,32,31,11,2,2,0,1,0,0,1,0,0,1,0,0,LP,NA,Raw,NA
U598,S598SL1,2017-02-03,10,8,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,LP,NA,Raw,NA
U618,S618SL1,2017-02-03,17,22,1,0,0,0,0,0,0,0,0,0,0,0,4,8,2,3,2,1,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U775,S775SL1,2017-02-04,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,0,0,0,0,0,0,LP,NA,Raw,NA
U776,S776SL1,2017-02-04,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U818,S818SL1,2017-02-04,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U817,S817SL1,2017-02-04,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U820,S820SL1,2017-02-04,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U774,S774SL1,2017-02-04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U732,S732SL1,2017-02-04,12,15,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,3,0,0,0,0,0,2,1,0,0,1,0,0,LP,NA,Raw,NA
U731,S731SL1,2017-02-04,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,LP,NA,Raw,NA
U709,S709SL1,2017-02-04,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,LP,plus one unidentified Caligus species- chal A,Raw,NA
U710,S710SL1,2017-02-04,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U702,S702SL1,2017-02-04,11,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U567,S567SL1,2017-02-04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U569,S569SL1,2017-02-04,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,1,0,0,0,4,0,1,0,0,0,0,LP,NA,Raw,NA
U566,S566SL1,2017-02-04,9,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U733,S733SL1,2017-02-04,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U636,S636SL1,2017-02-04,25,27,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,13,1,3,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U638,S638SL1,2017-02-04,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U794,S794SL1,2017-02-05,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U793,S793SL1,2017-02-05,11,11,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U791,S791SL1,2017-02-05,8,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U726,S726SL1,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U725,S725SL1,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U728,S728SL1,2017-02-05,15,14,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U727,S727SL1,2017-02-05,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U649,S649SL1,2017-02-05,12,12,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U647,S647SL1,2017-02-05,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U680,S680SL1,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U679,S679SL1,2017-02-05,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U639,S639SL1,2017-02-05,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3,0,0,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U667,S667SL1,2017-02-05,19,17,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,1,0,0,0,1,2,0,0,0,0,0,LP,NA,Raw,NA
U650,S650SL1,2017-02-05,46,42,1,0,0,0,0,0,0,0,0,0,0,0,3,12,7,5,3,6,0,0,0,2,0,0,2,1,0,0,LP,NA,Raw,NA
U795,S795SL1,2017-02-10,13,11,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U833,S833SL1,2017-02-10,12,13,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U832,S832SL1,2017-02-10,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U862,S862SL1,2017-02-10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U839,S839SL1,2017-02-10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U865,S865SL1,2017-02-10,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U801,S801SL1,2017-02-13,7,10,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U803,S803SL1,2017-02-13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U802,S802SL1,2017-02-13,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,1,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U759,S759SL1,2017-02-13,15,14,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U760,S760SL1,2017-02-13,10,9,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U828,S828SL1,2017-02-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U769,S769SL1,2017-02-13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U755,S755SL1,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U898,S898SL1,2017-02-13,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U890,S890SL1,2017-02-13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,3,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U852,S852SL1,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U903,S903SL1,2017-02-13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U897,S897SL1,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,LP,NA,Raw,NA
U911,S911SL1,2017-02-13,14,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,0,1,1,0,0,LP,NA,Raw,NA
U657,S657SL1,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U624,NA,2017-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U656,S656SL1,2017-02-13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U655,S655SL1,2017-02-13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,LP,NA,Raw,NA
U626,S626SL1,2017-02-13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U853,S853SL1,2017-02-13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,2,0,1,0,0,LP,NA,Raw,NA
U690,S690SL1,2017-02-13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U629,S629SL1,2017-02-13,18,17,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,2,0,0,0,2,1,0,0,1,0,0,LP,NA,Raw,NA
U689,S689SL1,2017-02-13,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U888,S888SL1,2017-02-13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U895,S895SL1,2017-02-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U851,S851SL1,2017-02-13,19,21,1,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,0,1,0,2,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U893,S893SL1,2017-02-13,5,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U757,S757SL1,2017-02-13,22,22,0,0,1,0,0,0,0,0,0,0,0,0,1,15,3,0,1,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U829,S829SL1,2017-02-13,17,18,0,0,2,0,0,0,0,0,0,0,0,0,2,4,2,7,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U830,S830SL1,2017-02-13,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,2,0,0,0,0,1,0,0,0,0,LP,both Cal C4 UNID missing genital regions,Raw,NA
U651,S651SL1,2017-02-13,14,16,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,7,2,2,0,0,0,0,0,0,0,0,1,0,LP,Cal mot missing genital region,Raw,NA
U683,S683SL1,2017-02-13,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,2,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U100,S100SL1,2017-02-14,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,2,2,0,0,0,0,0,LP,NA,Raw,NA
U1064,S1064SL1,2017-02-14,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1066,S1066SL1,2017-02-14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1068,S1068SL1,2017-02-14,24,22,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,5,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1070,S1070SL1,2017-02-14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1020,S1020SL1,2017-02-14,12,14,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1019,S1019SL1,2017-02-14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1018,S1018SL1,2017-02-14,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1063,S1063SL1,2017-02-14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U1012,S1012SL1,2017-02-14,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1221,S1221SL1,2017-02-17,6,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U1142,S1142SL1,2017-02-17,11,13,0,0,0,1,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1141,S1141SL1,2017-02-17,17,17,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,4,1,1,0,0,0,0,2,0,0,0,0,0,LP,NA,Raw,NA
U1143,S1143SL1,2017-02-17,12,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1088,S1088SL1,2017-02-17,24,23,1,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,0,0,0,0,0,0,1,0,1,0,0,0,LP,NA,Raw,NA
U1085,S1085SL1,2017-02-17,10,12,2,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1122,S1122SL1,2017-02-17,13,13,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,2,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1123,S1123SL1,2017-02-17,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U951,S951SL1,2017-02-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U942,S942SL1,2017-02-17,15,13,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U940,S940SL1,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,LP,NA,Raw,NA
U988,S988SL1,2017-02-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U987,S987SL1,2017-02-17,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U959,S959SL1,2017-02-17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U946,S946SL1,2017-02-17,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1043,S1043SL1,2017-02-17,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1042,S1042SL1,2017-02-17,8,9,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1027,S1027SL1,2017-02-17,19,20,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,1,1,0,0,0,2,1,2,0,3,0,0,LP,NA,Raw,NA
U848,S848SL1,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1074,S1074SL1,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1083,S1083SL1,2017-02-17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1200,S1200SL1,2017-02-17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1264,S1264SL1,2017-02-17,7,8,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U989,S989SL1,2017-02-17,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1003,S1003SL1,2017-02-17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U990,NA,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U1002,NA,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U873,S873SL1,2017-02-17,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U872,S872SL1,2017-02-17,9,11,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U871,S871SL1,2017-02-17,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1213,S1213SL1,2017-02-18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1136,S1136SL1,2017-02-18,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,LP,NA,Raw,NA
U962,S962SL1,2017-02-18,16,16,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,7,0,1,0,0,0,1,0,1,0,1,0,0,LP,NA,Raw,NA
U965,S965SL1,2017-02-18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U992,S992SL1,2017-02-18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1287,S1287SL1,2017-02-18,11,11,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1094,S1094SL1,2017-02-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1258,S1258SL1,2017-02-18,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,2,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1254,S1254SL1,2017-02-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1285,S1285SL1,2017-02-18,6,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1207,S1207SL1,2017-02-19,9,11,1,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1106,S1106SL1,2017-02-19,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1107,S1107SL1,2017-02-19,16,16,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,0,1,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
