ufn,sample.int,dry.content.w,wet.content.w,corrected.ww,fullness.cat,fullness.mean,fullness.est,kingdom,phylum,class,order,infraorder,family,genus,species_1,plot.taxon.g,plot.taxon.d,plot.taxon,life.stage,sex,DI,count,size,length.min,length.max,length.avg,length.corr,group.weight,corrected.weight,comment
U4763,NA,NA,6.1,9.394,25-Jan,12.5,10,Animalia,Arthropoda,Branchiopoda,Diplostraca,Cladocera,Podonidae,NA,NA,Cladoceran,Podonidae,Podonidae,NA,NA,2,2,<1,0.6,0.7,0.65,NA,0.05,0.077,NA
U4763,NA,NA,6.1,9.394,25-Jan,12.5,10,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Themisto,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,2,1,05-Feb,2.5,2.5,2.5,NA,0.5,0.77,NA
U4763,NA,NA,6.1,9.394,25-Jan,12.5,10,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Themisto,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,4,1,05-Feb,NA,NA,NA,NA,0.3,0.462,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,nauplius,NA,1,1,<1,0.75,0.75,0.75,NA,0.01,0.0154,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,Caprellidae,NA,NA,Amphipod,Caprellidae,Amphipod,NA,NA,4,2,10-May,8,8,8,NA,2.9,4.466,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,Caprellidae,NA,NA,Amphipod,Caprellidae,Amphipod,NA,NA,4,1,>10,NA,NA,NA,NA,2.2,3.388,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,NA,NA,4,1,<1,0.9,0.9,0.9,NA,0.01,0.0154,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,0.8,1.232,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,nauplius,NA,2,1,02-Jan,1,1,1,NA,0.01,0.0154,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,NA,NA,1,1,<1,0.9,0.9,0.9,NA,0.01,0.0154,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,3,6,05-Feb,0.5,0.9,2.82,NA,0.05,0.077,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,52,05-Feb,0.5,0.9,2.82,NA,4.5,6.93,NA
U4764,NA,NA,9.1,14.014,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Anomura,Porcellanidae,NA,NA,Decapod,Porcellanidae,Porcellanidae,zoea,NA,4,1,05-Feb,4,4,4,NA,1.3,2.002,NA
U4765,NA,NA,7.5,11.55,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,Amphipod,Digested amphipod,Amphipod,NA,NA,4,1,10-May,NA,NA,NA,NA,0.6,0.924,NA
U4765,NA,NA,7.5,11.55,25-Jan,12.5,20,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,4,6.16,NA
U4765,NA,NA,7.5,11.55,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Other,Euphausiidae,Zooplankton eggs,eggs,NA,1,9,<1,0.25,0.4,0.33,NA,0.05,0.077,NA
U4765,NA,NA,7.5,11.55,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,3,38,05-Feb,0.5,0.75,2.46,NA,2,3.08,NA
U4765,NA,NA,7.5,11.55,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,53,05-Feb,0.5,0.75,2.46,NA,3.3,5.082,NA
U4765,NA,NA,7.5,11.55,25-Jan,12.5,20,Animalia,Annelida,Polychaeta,Spionida,NA,Spionidae,NA,NA,Other,Spionidae,Spionidae,NA,NA,3,1,05-Feb,2,2,2,NA,0.05,0.077,NA
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,nauplius,NA,2,1,<1,0.55,0.55,0.55,NA,0.01,0.0154,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,NA,NA,2,1,<1,0.95,0.95,0.95,NA,0.01,0.0154,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,NA,NA,3,1,<1,0.95,0.95,0.95,NA,0.01,0.0154,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,3.9,6.006,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Arthropoda,NA,NA,NA,NA,NA,NA,Other,Other,Other,NA,NA,2,4,<1,0.35,0.4,0.38,NA,0.01,0.0154,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,NA,NA,3,2,<1,0.6,0.6,0.6,NA,0.01,0.0154,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,2,23,05-Feb,0.7,0.9,3.3,NA,1.4,2.156,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,3,63,05-Feb,0.7,0.9,3.3,NA,3.8,5.852,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,128,05-Feb,0.7,0.9,3.3,NA,6.5,10.01,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,NA,Other,Polychaeta,Polychaeta,NA,NA,4,1,02-Jan,1.5,1.5,1.5,NA,0.01,0.0154,Contents from U2414 were accidentally added to this sample's vial.
U4766,NA,NA,11,16.94,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Decapoda,Anomura,Porcellanidae,NA,NA,Decapod,Porcellanidae,Porcellanidae,zoea,NA,4,1,05-Feb,3.5,3.5,3.5,NA,0.9,1.386,Contents from U2414 were accidentally added to this sample's vial.
U4767,NA,NA,4.4,6.776,25-Jan,12.5,10,Animalia,Annelida,Polychaeta,Phyllodocida,NA,Tomopteridae,Tomopteris,NA,Other,Tomopteris,Tomopteris,NA,NA,2,1,>10,11.5,11.5,11.5,NA,4.4,6.776,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,nauplius,NA,1,1,<1,0.65,0.65,0.65,NA,0.05,0.077,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,nauplius,NA,3,1,<1,0.65,0.65,0.65,NA,0.01,0.0154,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,Caprellidae,NA,NA,Amphipod,Caprellidae,Amphipod,NA,NA,3,1,05-Feb,3,3,3,NA,0.9,1.386,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,NA,NA,2,2,<1,0.85,0.95,0.9,NA,0.01,0.0154,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,3.4,5.236,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,NA,NA,2,1,<1,0.55,0.55,0.55,NA,0.01,0.0154,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,NA,NA,4,1,<1,0.55,0.55,0.55,NA,0.01,0.0154,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,1,2,05-Feb,1,1,4.26,NA,0.05,0.077,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,2,4,05-Feb,0.8,0.95,3.66,NA,0.1,0.154,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,2,2,05-Feb,1,1.2,4.75,NA,0.1,0.154,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,3,41,05-Feb,0.6,0.85,2.94,NA,2.5,3.85,NA
U4768,NA,NA,4.5,6.93,25-Jan,12.5,10,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,36,05-Feb,0.6,0.85,2.94,NA,2,3.08,NA
U4769,NA,NA,9.3,14.322,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,Gammaridae,NA,NA,Amphipod,Gammaridae,Gammaridae,NA,NA,1,1,10-May,6.5,6.5,6.5,NA,3.5,5.39,NA
U4769,NA,NA,9.3,14.322,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,Grapsidae,NA,NA,Decapod,Grapsidae,Grapsidae,zoea,NA,2,1,02-Jan,1.7,1.7,1.7,NA,0.05,0.077,NA
U4769,NA,NA,9.3,14.322,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Hyperoche,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,1,1,05-Feb,3.25,3.25,3.25,NA,0.8,1.232,NA
U4769,NA,NA,9.3,14.322,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Hyperoche,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,4,2,05-Feb,3.25,3.5,3.38,NA,1.6,2.464,NA
U4769,NA,NA,9.3,14.322,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,1,05-Feb,1.05,1.05,4.51,NA,0.1,0.154,NA
U4769,NA,NA,9.3,14.322,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Decapoda,Caridea,Pandalidae,NA,NA,Decapod,Pandalidae,Pandalidae,megalopa,NA,3,1,10-May,5.5,5.5,5.5,NA,1.7,2.618,NA
U4769,NA,NA,9.3,14.322,25-Jan,12.5,20,Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,NA,Other,Siphonophorae,Other,neumatophore,NA,4,1,>10,NA,NA,NA,NA,0.8,1.232,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Anomura,NA,NA,NA,Decapod,Anomura,Anomura,megalopa,NA,2,1,05-Feb,3.4,3.4,3.4,NA,1,1.54,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,1,02-Jan,2,2,2,NA,0.01,0.0154,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,NA,NA,3,1,05-Feb,3,3,3,NA,0.4,0.616,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,1.5,2.31,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Arthropoda,NA,NA,NA,NA,NA,NA,Other,Other,Other,NA,NA,2,4,<1,0.4,0.45,0.43,NA,0.01,0.0154,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,NA,NA,3,2,<1,0.5,0.5,0.5,NA,0.01,0.0154,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,NA,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,4,1,05-Feb,NA,NA,NA,NA,0.05,0.077,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,2,8,05-Feb,0.65,0.9,3.18,NA,0.4,0.616,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,3,10,05-Feb,0.65,0.9,3.18,NA,0.7,1.078,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,54,05-Feb,0.65,0.9,3.18,NA,1.9,2.926,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Annelida,Polychaeta,Phyllodocida,NA,Tomopteridae,Tomopteris,NA,Other,Tomopteris,Tomopteris,NA,NA,4,1,10-May,8,8,8,NA,0.9,1.386,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,Annelida,Polychaeta,Phyllodocida,NA,Tomopteridae,Tomopteris,NA,Other,Tomopteris,Tomopteris,NA,NA,4,1,>10,10.1,10.1,10.1,NA,3.1,4.774,NA
U4770,NA,NA,11,16.94,25-Jan,12.5,15,Animalia,NA,NA,NA,NA,NA,NA,NA,Other,Digested,Digested,NA,NA,2,1,05-Feb,4.5,4.5,4.5,NA,1.4,2.156,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,molt,NA,3,3,05-Feb,3.5,3.5,3.5,NA,0.3,0.462,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,napulius,NA,3,2,<1,0.6,0.75,0.68,NA,0.01,0.0154,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Mollusca,Bivalvia,NA,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,veliger,NA,3,1,<1,0.5,0.5,0.5,NA,0.01,0.0154,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,NA,NA,NA,Decapod,Digested decapod,Decapod,megalopa,NA,4,3,05-Feb,NA,NA,NA,NA,2.9,4.466,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,NA,NA,NA,Decapod,Digested decapod,Decapod,zoea,NA,4,1,05-Feb,NA,NA,NA,NA,0.05,0.077,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,NA,NA,4,1,<1,0.75,0.75,0.75,NA,0.01,0.0154,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,NA,NA,2,1,02-Jan,1.1,1.1,1.1,NA,0.05,0.077,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,2.3,3.542,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,NA,NA,NA,NA,NA,NA,Other,Other,Other,NA,NA,2,2,<1,0.4,0.45,0.43,NA,0.01,0.0154,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,Majidae,NA,NA,Decapod,Majidae,Brachyura,zoea,NA,2,1,05-Feb,3,3,3,NA,0.6,0.924,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,4,05-Feb,0.65,0.8,2.94,NA,0.01,0.0154,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Caridea,Pandalidae,NA,NA,Decapod,Pandalidae,Pandalidae,zoea,NA,1,1,02-Jan,1.8,1.8,1.8,NA,0.05,0.077,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,Pinnotheridae,NA,NA,Decapod,Pinnotheridae,Pinnotheridae,zoea,NA,4,1,05-Feb,NA,NA,NA,NA,0.6,0.924,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Themisto,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,1,1,05-Feb,3,3,3,NA,0.6,0.924,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Themisto,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,3,1,05-Feb,2,2,2,NA,0.5,0.77,NA
U4771,NA,NA,8,12.32,25-Jan,12.5,15,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Themisto,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,4,1,02-Jan,1.5,1.5,1.5,NA,0.01,0.0154,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,NA,NA,2,2,05-Feb,3.2,4,3.6,NA,2.4,3.696,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,NA,NA,2,1,05-Feb,2.7,2.7,2.7,NA,0.2,0.308,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Decapoda,Caridea,NA,NA,NA,Decapod,Caridea,Decapod,zoea,NA,2,4,10-May,6.5,7,6.75,NA,5.8,8.932,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,NA,NA,1,1,<1,0.9,0.9,0.9,NA,0.05,0.077,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,NA,Decapod,Digested decapod,Decapod,NA,NA,4,2,05-Feb,NA,NA,NA,NA,2.6,4.004,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,10.1,15.554,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,NA,NA,NA,NA,NA,NA,NA,Other,Digested,Digested,NA,NA,4,1,05-Feb,3.5,3.5,3.5,NA,1.3,2.002,"weird, overlapping segments, looked kind of like exoskeleton, yellowish in colour"
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,NA,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,3,2,05-Feb,3,3,3,NA,0.4,0.616,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,1,1,05-Feb,2.5,2.5,2.5,NA,0.3,0.462,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,1,24,05-Feb,0.75,1,3.66,NA,4.3,6.622,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,1,1,10-May,1.6,1.6,7.16,NA,0.4,0.616,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,2,24,05-Feb,0.75,1,3.66,NA,1.7,2.618,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,2,1,10-May,1.4,1.4,6.19,NA,0.1,0.154,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Decapoda,Anomura,Paguridae,NA,NA,Decapod,Paguridae,Paguridae,NA,NA,4,1,05-Feb,NA,NA,NA,NA,3.5,5.39,NA
U487,NA,NA,36.7,56.518,25-Jan,12.5,20,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,Pinnotheridae,NA,NA,Decapod,Pinnotheridae,Pinnotheridae,NA,NA,2,1,05-Feb,3.5,3.5,3.5,NA,3.2,4.928,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,NA,NA,1,1,<1,0.9,0.9,0.9,NA,0.05,0.077,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,1,05-Feb,NA,NA,NA,NA,0.1,0.154,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,12.5,19.25,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,NA,Other,Diptera,Insect,NA,NA,4,1,10-May,NA,NA,NA,NA,0.1,0.154,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Eucalanidae,Eucalanus,NA,Calanoid copepod,Eucalanus,Eucalanus,NA,NA,4,1,05-Feb,NA,NA,NA,NA,0.05,0.077,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,calytopsis,NA,2,2,02-Jan,1.25,1.25,1.25,NA,0.05,0.077,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,calytopsis,NA,4,1,05-Feb,NA,NA,NA,NA,0.05,0.077,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,NA,NA,3,1,05-Feb,2.75,2.75,2.75,NA,0.05,0.077,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,NA,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,4,1,02-Jan,1.5,1.5,1.5,NA,0.05,0.077,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,Other,Insecta,Insect,NA,NA,4,1,05-Feb,NA,NA,NA,NA,0.05,0.077,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Malacostraca,Decapoda,Anomura,Lithodidae,NA,NA,Decapod,Lithodidae,Anomura,NA,NA,2,1,10-May,5.2,5.2,5.2,NA,1.7,2.618,NA
U488,NA,NA,41,63.14,26-50,37.5,45,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,3,1,05-Feb,3.25,3.25,3.25,NA,0.2,0.308,NA
