package_id,seine_id,pkg_species,n_fish,field_liced_status,preservation_status,pkg_type,pkg_comments
DP810,DE221N1,CU,5,N,OK,JSP,NA
JP569,JE209N1,PI,1,N,OK,JSP,NA
JP561,DE199N1,CU,3,N,OK,JSP,NA
DP798,DE174N1,CU,5,N,OK,JSP,NA
DP803,DE139N1,PI,1,N,OK,JSP,NA
DP809,DE183N2,CU,4,N,OK,JSP,NA
JP564,JE209N1,CU,5,N,OK,JSP,NA
JP560,JE110N2,CU,2,N,OK,JSP,NA
JP554,JE171N2,CU,10,N,OK,JSP,NA
JP565,DE154N1,CU,10,N,OK,JSP,NA
DP817,DE199N1,CU,2,N,OK,JSP,NA
DP678,DE154N1,CU,10,N,OK,JSP,Pkg mislabeled as 2015-06-05-J01
JP563,JE191N1,CU,5,N,OK,JSP,NA
JP567,JE163N1,CU,10,N,OK,JSP,NA
DP812,DE168N1,CU,5,N,OK,JSP,NA
DP807,DE214N1,CU,3,N,OK,JSP,NA
DP805,DE231N2,HE,5,N,OK,JSP,NA
DP815,DE139N1,CU,5,N,OK,JSP,NA
DP905,DE231N2,SO,9,N,OK,JSP,NA
DP897,DE130N1,SO,10,N,OK,JSP,NA
DP900,DE206N1,SO,20,N,OK,JSP,NA
DP907,DE221N1,SO,8,N,OK,JSP,NA
DP895,DE121N1,SO,20,N,OK,JSP,NA
DP904,DE231N2,SO,10,N,OK,JSP,NA
DP894,DE220N1,SO,30,N,OK,JSP,NA
DP910,DE174N1,SO,2,N,OK,JSP,NA
DP899,DE174N1,SO,20,N,OK,JSP,NA
DP896,DE168N1,SO,8,N,OK,JSP,NA
DP898,DE139N1,SO,10,N,OK,JSP,NA
DP903,DE162N1,SO,10,N,OK,JSP,NA
DP908,DE139N1,SO,10,N,OK,JSP,NA
DP909,DE130N1,SO,10,N,OK,JSP,NA
DP902,DE162N1,SO,10,N,OK,JSP,NA
DP906,DE168N1,SO,10,N,OK,JSP,NA
DP901,DE154N1,SO,20,N,OK,JSP,NA
DP830,DE261N1,HE,10,N,OK,JSP,NA
DP831,DE261N1,CO,1,N,OK,JSP,NA
DP832,DE261N1,PI,1,N,OK,JSP,NA
DP833,DE261N1,CU,3,N,OK,JSP,NA
DP826,DE236N1,CU,5,N,OK,JSP,NA
DP825,DE239N2,CU,5,N,OK,JSP,NA
JP576,JE225N1,CU,5,N,OK,JSP,NA
JP573,JE218N1,PI,10,N,OK,JSP,NA
JP572,JE210N2,PI,10,N,OK,JSP,NA
JP575,JE209N1,HE,5,N,OK,JSP,NA
JP574,JE202N1,HE,10,N,OK,JSP,NA
DP827,DE174N1,HE,5,N,OK,JSP,NA
DP828,DE162N1,CU,5,N,OK,JSP,NA
DP829,DE206N1,HE,5,N,OK,JSP,NA
DP820,DE214N1,SO,10,N,OK,JSP,NA
DP819,DE214N1,SO,9,N,OK,JSP,NA
DP824,DE170N2,SO,16,N,OK,JSP,NA
DP821,DE151N1,SO,10,N,OK,JSP,NA
DP823,DE170N2,SO,1,N,OK,JSP,NA
DP822,DE151N1,SO,10,N,OK,JSP,NA
JP732,JE147N1,SO,16,N,OK,JSP,NA
JP733,JE147N1,SO,15,N,OK,JSP,NA
JP736,JE133N1,SO,4,N,OK,JSP,NA
JP735,JE184N1,SO,3,N,OK,JSP,NA
JP734,JE117N2,SO,5,N,OK,JSP,NA
MP1,DE377N1,CU,3,N,OK,GM_UBC,NA
MP4,DE373N1,SO,1,N,OK,GM_UBC,NA
MP2,NA,SO,2,N,OK,GM_UBC,Collected 2017-06-21 at D09 (non-standardized seine)
MP3,NA,SO,1,N,OK,GM_UBC,Collected 2017-06-22 at D09 (non-standardized seine)
