ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab
U3042,2016-12-15T00:00:00Z,None,Present,55.7,157,165,NA,NA,JG,full1,NA,lab_motiles
U3043,2016-12-15T00:00:00Z,None,Present,45,147,155,Brain and heart fell on chamois,NA,JG,full1,NA,lab_motiles
U3044,2016-12-15T00:00:00Z,None,Present,47.9,145,153,NA,NA,JG,full1,NA,lab_motiles
U3045,2016-12-15T00:00:00Z,None,Present,45.9,149,157,NA,NA,JG,full1,NA,lab_motiles
U3046,2016-12-15T00:00:00Z,None,Present,41.2,141,147,NA,Nematode on stomach,JG,full1,NA,lab_motiles
U3047,2016-12-15T00:00:00Z,None,Present,40.7,145,152,NA,Nematode on stomach/spleen/intestine,JG,full1,NA,lab_motiles
U2648,2016-12-15T00:00:00Z,None,Present,51.5,159,167,NA,NA,MF,full1,NA,lab_motiles
U2649,2016-12-15T00:00:00Z,None,Present,36,135,142,NA,NA,MF,full1,NA,lab_motiles
U2650,2016-12-15T00:00:00Z,None,Present,40.4,140,147,NA,NA,MF,full1,NA,lab_motiles
U2651,2016-12-15T00:00:00Z,None,Present,38.1,141,149,NA,NA,MF,full1,NA,lab_motiles
U2867,2016-12-16T00:00:00Z,None,Present,18.3,121,126,NA,NA,CVJ,full1,NA,lab_motiles
U2868,2016-12-16T00:00:00Z,None,Present,18.8,119,124,NA,NA,CVJ,full1,NA,lab_motiles
U2869,2016-12-16T00:00:00Z,None,Present,11.3,102,107,NA,Large otolith,CVJ,full1,NA,lab_motiles
U2870,2016-12-16T00:00:00Z,None,Present,17.4,117,123,Brain and spleem fell on chamois.,NA,CVJ,full1,NA,lab_motiles
U2871,2016-12-16T00:00:00Z,None,Present,45.8,158,164,NA,NA,CVJ,full1,NA,lab_motiles
U2872,2016-12-16T00:00:00Z,None,Present,17.9,121,126,NA,NA,CVJ,full1,NA,lab_motiles
U2873,2016-12-16T00:00:00Z,None,Present,27,131,136,Scale smear drifted into cell 30 and 39.,NA,CVJ,full1,NA,lab_motiles
U2874,2016-12-16T00:00:00Z,None,Present,15.6,115,120,NA,NA,CVJ,full1,NA,lab_motiles
U2875,2016-12-16T00:00:00Z,None,Present,19.7,128,133,NA,NA,CVJ,full1,NA,lab_motiles
U2876,2016-12-16T00:00:00Z,None,Present,34.5,146,151,NA,NA,CVJ,full1,NA,lab_motiles
U2877,2016-12-16T00:00:00Z,None,Present,19.6,122,126,NA,NA,CVJ,full1,NA,lab_motiles
U2878,2016-12-16T00:00:00Z,None,Present,11.2,113,118,NA,Only found one otolith.,CVJ,full1,NA,lab_motiles
U3048,2016-12-16T00:00:00Z,None,Present,45.5,148,156,NA,NA,JG,full1,NA,lab_motiles
U3049,2016-12-16T00:00:00Z,None,Present,54.5,157,166,NA,Laf embedded in scales on side,JG,full1,NA,lab_motiles
U3050,2016-12-16T00:00:00Z,None,Present,96,187,198,NA,Huge fish. pale liver,JG,full1,NA,lab_motiles
U3051,2016-12-16T00:00:00Z,None,Present,39.4,144,152,Brain fell on chamois,NA,JG,full1,NA,lab_motiles
U3052,2016-12-16T00:00:00Z,None,Present,46.2,149,157,NA,Nematode on stomach. enlarged intestine,JG,full1,NA,lab_motiles
U3053,2016-12-16T00:00:00Z,None,Present,34.7,138,146,NA,NA,JG,full1,NA,lab_motiles
U3054,2016-12-16T00:00:00Z,None,Present,24.2,124,132,1 broken otolith,Tiny spleen,JG,full1,NA,lab_motiles
U3055,2016-12-16T00:00:00Z,None,Present,33.2,133,142,NA,NA,JG,full1,NA,lab_motiles
U3056,2016-12-16T00:00:00Z,None,Present,50.2,148,155,NA,Nematode on stomach.,JG,full1,NA,lab_motiles
U2879,2016-12-17T00:00:00Z,None,Present,27.2,139,144,NA,NA,CVJ,full1,NA,lab_motiles
U2880,2016-12-17T00:00:00Z,None,Present,24.6,133,138,NA,Only found one otolith.,CVJ,full1,NA,lab_motiles
U2881,2016-12-17T00:00:00Z,None,Present,NA,131,139,NA,Forgot to record weight.,CVJ,full1,NA,lab_motiles
U2882,2016-12-17T00:00:00Z,None,Present,24.2,130,135,NA,Only found one otolith. nematode parasite on stomach.,CVJ,full1,NA,lab_motiles
U2883,2016-12-17T00:00:00Z,None,Present,19.3,127,132,NA,NA,CVJ,full1,NA,lab_motiles
U2884,2016-12-17T00:00:00Z,None,Present,27,132,137,NA,NA,CVJ,full1,NA,lab_motiles
U3057,2016-12-17T00:00:00Z,None,Present,36.2,143,152,NA,NA,JG,full1,NA,lab_motiles
U3058,2016-12-17T00:00:00Z,None,Present,62.8,153,161,Fa & iso samples slightly thawed,NA,JG,full1,NA,lab_motiles
U3059,2016-12-17T00:00:00Z,None,Present,30.1,132,139,1 broken otlith,NA,JG,full1,NA,lab_motiles
U3060,2016-12-17T00:00:00Z,None,Present,59.5,159,167,NA,NA,JG,full1,NA,lab_motiles
U3061,2016-12-17T00:00:00Z,None,Present,26.8,128,136,NA,NA,JG,full1,NA,lab_motiles
U3062,2016-12-17T00:00:00Z,None,Present,71.1,170,181,NA,Noticeable scale loss (2 photos). nematode on stomach,JG,full1,NA,lab_motiles
U3063,2016-12-17T00:00:00Z,None,Present,64.3,162,171,Outside forecep touched heart. 1 broken otolith,NA,JG,full1,NA,lab_motiles
U3064,2016-12-17T00:00:00Z,None,Present,24.9,123,130,Liver fell on dissection tray,NA,JG,full1,NA,lab_motiles
U3065,2016-12-17T00:00:00Z,None,Present,24.5,123,130,NA,NA,JG,full1,NA,lab_motiles
U3066,2016-12-17T00:00:00Z,None,Present,33.5,133,140,NA,NA,JG,full1,NA,lab_motiles
U3067,2016-12-17T00:00:00Z,None,Present,40.2,139,146,NA,NA,JG,full1,NA,lab_motiles
U2885,2017-01-03T00:00:00Z,None,Present,24.2,133,136,NA,Pale heart,CVJ,full1,NA,lab_motiles
U2886,2017-01-03T00:00:00Z,None,Present,31.3,140,146,NA,Pale liver,CVJ,full1,NA,lab_motiles
U2887,2017-01-03T00:00:00Z,None,Present,22.2,128,133,NA,NA,CVJ,full1,NA,lab_motiles
U2888,2017-01-03T00:00:00Z,None,Present,25.1,133,137,NA,NA,CVJ,full1,NA,lab_motiles
U2889,2017-01-03T00:00:00Z,None,Present,25.2,130,135,NA,NA,CVJ,full1,NA,lab_motiles
U2890,2017-01-03T00:00:00Z,None,Present,22.7,127,134,NA,NA,CVJ,full1,NA,lab_motiles
U2891,2017-01-03T00:00:00Z,None,Present,23.9,129,133,NA,NA,CVJ,full1,NA,lab_motiles
U2892,2017-01-03T00:00:00Z,None,Present,16.2,113,118,NA,"Pale liver, small spleen, pale kidney.",CVJ,full1,NA,lab_motiles
U2893,2017-01-03T00:00:00Z,None,Present,19.4,117,124,NA,NA,CVJ,full1,NA,lab_motiles
U2894,2017-01-03T00:00:00Z,None,Present,29.5,134,139,NA,NA,CVJ,full1,NA,lab_motiles
U3068,2017-01-03T00:00:00Z,None,Present,54.4,153,160,NA,Nematode on stomach,JG,full1,NA,lab_motiles
U3069,2017-01-03T00:00:00Z,None,Present,21.3,121,127,NA,Nematode on stomach,JG,full1,NA,lab_motiles
U3070,2017-01-03T00:00:00Z,None,Present,22.7,123,129,Heart fell on chamois,NA,JG,full1,NA,lab_motiles
U3071,2017-01-03T00:00:00Z,None,Present,30,132,140,NA,NA,JG,full1,NA,lab_motiles
U3072,2017-01-03T00:00:00Z,None,Present,31,141,147,NA,NA,JG,full1,NA,lab_motiles
U3073,2017-01-03T00:00:00Z,None,Present,48.1,150,158,NA,NA,JG,full1,NA,lab_motiles
U3074,2017-01-03T00:00:00Z,None,Present,52,153,160,NA,NA,JG,full1,NA,lab_motiles
U3075,2017-01-03T00:00:00Z,None,Present,58.1,161,170,NA,NA,JG,full1,NA,lab_motiles
U3076,2017-01-03T00:00:00Z,None,Present,46.7,152,157,NA,Nematode on stomach,JG,full1,NA,lab_motiles
U2652,2017-01-03T00:00:00Z,None,Present,42.8,144,150,NA,NA,MF,full1,NA,lab_motiles
U2653,2017-01-03T00:00:00Z,None,Present,47.7,164,172,NA,NA,MF,full1,NA,lab_motiles
U2654,2017-01-03T00:00:00Z,None,Present,38.1,150,157,1 otolith broken; pec fin gone with stump left,NA,MF,full1,NA,lab_motiles
U2655,2017-01-03T00:00:00Z,None,Present,38.6,142,151,NA,NA,MF,full1,NA,lab_motiles
U2895,2017-01-04T00:00:00Z,None,Present,15.6,115,120,NA,NA,CVJ,full1,NA,lab_motiles
U2896,2017-01-04T00:00:00Z,None,Present,26.2,131,136,NA,NA,CVJ,full1,NA,lab_motiles
U2897,2017-01-04T00:00:00Z,None,Present,12.6,104,107,NA,NA,CVJ,full1,NA,lab_motiles
U2898,2017-01-04T00:00:00Z,None,Present,9.3,98,102,NA,NA,CVJ,full1,NA,lab_motiles
U3077,2017-01-04T00:00:00Z,None,Present,60.6,169,178,NA,NA,JG,full1,NA,lab_motiles
U3078,2017-01-04T00:00:00Z,None,Present,45.2,157,167,NA,Nematode on liver,JG,full1,NA,lab_motiles
U3079,2017-01-04T00:00:00Z,None,Present,78.1,171,179,1 broken otolith,NA,JG,full1,NA,lab_motiles
U3080,2017-01-04T00:00:00Z,None,Present,68.4,171,180,1 broken otolith,NA,JG,full1,NA,lab_motiles
U3081,2017-01-04T00:00:00Z,None,Present,44.6,150,158,Brain fell on stomach,NA,JG,full1,NA,lab_motiles
U2656,2017-01-04T00:00:00Z,None,Present,67.4,171,180,NA,NA,MF,full1,NA,lab_motiles
U2657,2017-01-04T00:00:00Z,None,Present,41.4,147,155,NA,NA,MF,full1,NA,lab_motiles
U3082,2017-01-05T00:00:00Z,None,Present,26.4,131,137,NA,NA,JG,full1,NA,lab_motiles
U3083,2017-01-05T00:00:00Z,None,Present,28.1,136,142,NA,NA,JG,full1,NA,lab_motiles
U3084,2017-01-05T00:00:00Z,None,Present,33.9,142,148,NA,NA,JG,full1,NA,lab_motiles
U3085,2017-01-05T00:00:00Z,None,Present,22.7,127,133,Heart fell on dissection tray,NA,JG,full1,NA,lab_motiles
U3086,2017-01-05T00:00:00Z,None,Present,27.5,129,135,Spleen fell on dissection tray,NA,JG,full1,NA,lab_motiles
U3087,2017-01-05T00:00:00Z,None,Present,24,130,136,NA,NA,JG,full1,NA,lab_motiles
U3088,2017-01-05T00:00:00Z,None,Present,29.3,137,143,NA,NA,JG,full1,NA,lab_motiles
U3089,2017-01-05T00:00:00Z,None,Present,24.7,130,136,NA,NA,JG,full1,NA,lab_motiles
U3090,2017-01-05T00:00:00Z,None,Present,17,115,121,Outside scalpel touched heart; 1 broken otolith,NA,JG,full1,NA,lab_motiles
U3091,2017-01-05T00:00:00Z,None,Present,30.8,138,144,NA,NA,JG,full1,NA,lab_motiles
U3092,2017-01-05T00:00:00Z,None,Present,10.2,98,103,NA,NA,JG,full1,NA,lab_motiles
U2658,2017-01-05T00:00:00Z,None,Present,19.8,121,126,1 broken otolith,NA,MF,full1,NA,lab_motiles
U2659,2017-01-05T00:00:00Z,None,Present,11.5,101,105,NA,NA,MF,full1,NA,lab_motiles
U3093,2017-01-06T00:00:00Z,None,Present,14.4,112,117,NA,NA,JG,full1,NA,lab_motiles
U3094,2017-01-06T00:00:00Z,None,Present,27.2,134,140,Spleen fell on dissection tray,NA,JG,full1,NA,lab_motiles
U3095,2017-01-06T00:00:00Z,None,Present,9.9,99,104,One broken otolith,NA,JG,full1,NA,lab_motiles
U3096,2017-01-06T00:00:00Z,None,Present,8.8,93,98,NA,NA,JG,full1,NA,lab_motiles
U3097,2017-01-06T00:00:00Z,None,Present,17.3,114,119,NA,NA,JG,full1,NA,lab_motiles
U3098,2017-01-06T00:00:00Z,None,Present,22,128,134,NA,NA,JG,full1,NA,lab_motiles
U3099,2017-01-06T00:00:00Z,None,Present,22.8,128,134,NA,NA,JG,full1,NA,lab_motiles
U3100,2017-01-06T00:00:00Z,None,Present,13.5,104,109,NA,NA,JG,full1,NA,lab_motiles
U3105,2017-01-06T00:00:00Z,None,Present,11.9,100,104,"Thawed RNA,fa,iso samples; otolith vial exposed",NA,JG,irregular,NA,lab_motiles
U3106,2017-01-06T00:00:00Z,None,Present,13.7,102,107,"Thawed RNA,fa,iso samples; otolith vial exposed",Very lopsided liver,JG,irregular,NA,lab_motiles
U3107,2017-01-06T00:00:00Z,None,Present,34.9,140,146,"Thawed RNA,fa,iso samples; otolith vial exposed",Nematode on intestine,JG,irregular,NA,lab_motiles
U2899,2017-01-07T00:00:00Z,None,Present,14.8,113,118,NA,NA,CVJ,full1,NA,lab_motiles
U2900,2017-01-07T00:00:00Z,None,Present,17,129,135,NA,NA,CVJ,full1,NA,lab_motiles
U3101,2017-01-07T00:00:00Z,None,Present,34.5,133,140,NA,NA,JG,full1,NA,lab_motiles
U3102,2017-01-07T00:00:00Z,None,Present,40,147,155,NA,NA,JG,full1,NA,lab_motiles
U3103,2017-01-07T00:00:00Z,None,Present,18.2,117,122,Brain fell on chamois,NA,JG,full1,NA,lab_motiles
U3104,2017-01-07T00:00:00Z,None,Present,19.8,121,126,NA,NA,JG,full1,NA,lab_motiles
U3108,2017-01-07T00:00:00Z,None,Present,9.8,95,99,NA,NA,JG,full1,NA,lab_motiles
U3109,2017-01-07T00:00:00Z,None,Present,15.3,112,117,Brain fell on chamois,NA,JG,full1,NA,lab_motiles
U3110,2017-01-07T00:00:00Z,None,Present,16,109,114,NA,NA,JG,full1,NA,lab_motiles
U3111,2017-01-07T00:00:00Z,None,Present,5.4,77,82,NA,NA,JG,full1,NA,lab_motiles
U3112,2017-01-07T00:00:00Z,None,Present,21.4,124,130,NA,NA,JG,full1,NA,lab_motiles
U3113,2017-01-07T00:00:00Z,None,Present,14.6,110,115,NA,NA,JG,full1,NA,lab_motiles
U2534,2017-01-08T00:00:00Z,None,Present,41.6,149,157,NA,Lesion on left side,BJ,full1,NA,lab_motiles
U2535,2017-01-08T00:00:00Z,None,Present,41.4,147,155,NA,Nemtodes on intestine,BJ,full1,NA,lab_motiles
U2537,2017-01-08T00:00:00Z,None,Present,11,99,103,NA,NA,BJ,full1,NA,lab_motiles
U3114,2017-01-08T00:00:00Z,None,Present,24.7,129,135,NA,NA,JG,full1,NA,lab_motiles
U3115,2017-01-08T00:00:00Z,None,Present,20.7,122,128,NA,NA,JG,full1,NA,lab_motiles
U3116,2017-01-08T00:00:00Z,None,Present,15.3,111,116,NA,NA,JG,full1,NA,lab_motiles
U3117,2017-01-08T00:00:00Z,None,Present,14,108,113,NA,NA,JG,full1,NA,lab_motiles
U3118,2017-01-08T00:00:00Z,None,Present,13.3,108,113,NA,NA,JG,full1,NA,lab_motiles
U3119,2017-01-08T00:00:00Z,None,Present,14.6,109,114,NA,NA,JG,full1,NA,lab_motiles
U3120,2017-01-08T00:00:00Z,None,Present,12,99,104,NA,NA,JG,full1,NA,lab_motiles
U3121,2017-01-08T00:00:00Z,None,Present,14.1,108,113,NA,NA,JG,full1,NA,lab_motiles
U3122,2017-01-08T00:00:00Z,None,Present,5.5,77,81,NA,NA,JG,full1,NA,lab_motiles
U3123,2017-01-08T00:00:00Z,None,Present,10.7,98,103,Heart fell on chamois,NA,JG,full1,NA,lab_motiles
U3204,2017-01-09T00:00:00Z,None,Present,15.2,115,120,NA,"Two pictures taken, looks as it has scratches and maybe bite marks on body",CVJ,full1,NA,lab_motiles
U3205,2017-01-09T00:00:00Z,None,Present,12.3,112,117,NA,NA,CVJ,full1,NA,lab_motiles
U3206,2017-01-09T00:00:00Z,None,Present,12.3,109,114,NA,NA,CVJ,full1,NA,lab_motiles
U3207,2017-01-09T00:00:00Z,None,Present,16.2,116,121,NA,NA,CVJ,full1,NA,lab_motiles
U3208,2017-01-09T00:00:00Z,None,Present,8,95,99,NA,NA,CVJ,full1,NA,lab_motiles
U3209,2017-01-09T00:00:00Z,None,Present,12.3,107,112,NA,NA,CVJ,full1,NA,lab_motiles
U3210,2017-01-09T00:00:00Z,None,Present,14.2,114,119,NA,NA,CVJ,full1,NA,lab_motiles
U3211,2017-01-09T00:00:00Z,None,Present,14.3,112,117,Only one ototlith found,NA,CVJ,full1,NA,lab_motiles
U3212,2017-01-09T00:00:00Z,None,Present,14.6,116,120,NA,NA,CVJ,full1,NA,lab_motiles
U3213,2017-01-09T00:00:00Z,None,Present,10.8,114,119,NA,parasite nematode on small intestines,CVJ,full1,NA,lab_motiles
U3214,2017-01-09T00:00:00Z,None,Present,17.4,117,122,NA,NA,CVJ,full1,NA,lab_motiles
U3215,2017-01-09T00:00:00Z,None,Present,23,131,136,NA,NA,CVJ,full1,NA,lab_motiles
U3216,2017-01-09T00:00:00Z,None,Present,17.8,121,125,NA,NA,CVJ,full1,NA,lab_motiles
U3217,2017-01-09T00:00:00Z,None,Present,32.4,143,148,NA,NA,CVJ,full1,NA,lab_motiles
U3218,2017-01-09T00:00:00Z,None,Present,12.6,106,111,NA,"Rocinela propodialis found in gills, tail sticking out of operculum. nematode found on stomach.",CVJ,full1,NA,lab_motiles
U3219,2017-01-09T00:00:00Z,None,Present,17.2,117,122,NA,NA,CVJ,full1,NA,lab_motiles
U3220,2017-01-09T00:00:00Z,None,Present,23.5,127,132,NA,NA,CVJ,full1,NA,lab_motiles
U3124,2017-01-09T00:00:00Z,None,Present,10.3,98,103,NA,NA,JG,full1,NA,lab_motiles
U3125,2017-01-09T00:00:00Z,None,Present,12.3,102,106,1 otolith,NA,JG,full1,NA,lab_motiles
U3126,2017-01-09T00:00:00Z,None,Present,5.2,72,76,NA,NA,JG,full1,NA,lab_motiles
U3127,2017-01-09T00:00:00Z,None,Present,7.7,87,92,1 otolith,NA,JG,full1,NA,lab_motiles
U3128,2017-01-09T00:00:00Z,None,Present,11.2,100,105,NA,NA,JG,full1,NA,lab_motiles
U3129,2017-01-09T00:00:00Z,None,Present,10.2,101,106,NA,NA,JG,full1,NA,lab_motiles
U3130,2017-01-09T00:00:00Z,None,Present,14.6,111,116,NA,NA,JG,full1,NA,lab_motiles
U3131,2017-01-09T00:00:00Z,None,Present,13.9,108,113,NA,NA,JG,full1,NA,lab_motiles
U3132,2017-01-09T00:00:00Z,None,Present,25.6,132,137,Brain fell on chamois; 1 otolith,NA,JG,full1,NA,lab_motiles
U2660,2017-01-09T00:00:00Z,None,Present,12.5,104,109,Broke otolith,NA,MF,full1,NA,lab_motiles
U2661,2017-01-09T00:00:00Z,None,Present,18.2,119,124,NA,NA,MF,full1,NA,lab_motiles
U2662,2017-01-09T00:00:00Z,None,Present,10.2,96,101,NA,NA,MF,full1,NA,lab_motiles
U2663,2017-01-09T00:00:00Z,None,Present,22.1,127,133,Broke otolith,NA,MF,full1,NA,lab_motiles
U2664,2017-01-09T00:00:00Z,None,Present,21.8,127,132,NA,NA,MF,full1,NA,lab_motiles
U2665,2017-01-09T00:00:00Z,None,Present,16.6,115,121,NA,NA,MF,full1,NA,lab_motiles
U3221,2017-01-10T00:00:00Z,None,Present,20.4,123,128,NA,NA,CVJ,full1,NA,lab_motiles
U3222,2017-01-10T00:00:00Z,None,Present,25,132,137,NA,NA,CVJ,full1,NA,lab_motiles
U3133,2017-01-10T00:00:00Z,None,Present,24.5,129,134,NA,NA,JG,full1,NA,lab_motiles
U3134,2017-01-10T00:00:00Z,None,Present,17.6,120,125,NA,NA,JG,full1,NA,lab_motiles
U3135,2017-01-10T00:00:00Z,None,Present,15.8,111,117,NA,NA,JG,full1,NA,lab_motiles
U3136,2017-01-10T00:00:00Z,None,Present,22.5,125,131,NA,NA,JG,full1,NA,lab_motiles
U3137,2017-01-10T00:00:00Z,None,Present,28.3,131,137,NA,Large patch of scales missing on both sides (2 photos),JG,full1,NA,lab_motiles
U3138,2017-01-10T00:00:00Z,None,Present,20.3,125,131,1 broken otolith,NA,JG,full1,NA,lab_motiles
U2538,2017-01-11T00:00:00Z,None,Present,15.9,116,121,NA,NA,BJ,full1,NA,lab_motiles
U2539,2017-01-11T00:00:00Z,None,Present,22.5,128,133,NA,NA,BJ,full1,NA,lab_motiles
U2540,2017-01-11T00:00:00Z,None,Present,22.6,129,135,NA,NA,BJ,full1,NA,lab_motiles
U2541,2017-01-11T00:00:00Z,None,Present,23.7,123,128,NA,NA,BJ,full1,NA,lab_motiles
U3223,2017-01-11T00:00:00Z,None,Present,36.6,145,152,NA,NA,CVJ,full1,NA,lab_motiles
U3224,2017-01-11T00:00:00Z,None,Present,NA,131,136,Forgot to record weight,NA,CVJ,full1,NA,lab_motiles
U3225,2017-01-11T00:00:00Z,None,Present,14.9,111,116,A kidney sample was taken instead of a liver samlple for DNA,NA,CVJ,full1,NA,lab_motiles
U3226,2017-01-11T00:00:00Z,None,Present,12.7,99,105,NA,NA,CVJ,full1,NA,lab_motiles
U3227,2017-01-11T00:00:00Z,None,Present,10.9,99,104,NA,NA,CVJ,full1,NA,lab_motiles
U3228,2017-01-11T00:00:00Z,None,Present,25.1,130,135,NA,NA,CVJ,full1,NA,lab_motiles
U3229,2017-01-11T00:00:00Z,None,Present,16.7,117,123,Brain fell on bench,NA,CVJ,full1,NA,lab_motiles
U3230,2017-01-11T00:00:00Z,None,Present,20.3,124,134,NA,NA,CVJ,full1,NA,lab_motiles
U3139,2017-01-11T00:00:00Z,None,Present,15.5,111,116,NA,NA,JG,full1,NA,lab_motiles
U3140,2017-01-11T00:00:00Z,None,Present,28.1,134,140,Heart fell on chamois,NA,JG,full1,NA,lab_motiles
U3141,2017-01-11T00:00:00Z,None,Present,16.4,113,118,NA,NA,JG,full1,NA,lab_motiles
U3142,2017-01-11T00:00:00Z,None,Present,25.2,132,138,NA,Gills poking outside of operculum,JG,full1,NA,lab_motiles
U3143,2017-01-11T00:00:00Z,None,Present,12.2,108,113,NA,NA,JG,full1,NA,lab_motiles
U3144,2017-01-11T00:00:00Z,None,Present,20.1,126,132,NA,NA,JG,full1,NA,lab_motiles
U3145,2017-01-11T00:00:00Z,None,Present,28.9,130,136,NA,NA,JG,full1,NA,lab_motiles
U3146,2017-01-11T00:00:00Z,None,Present,7.9,91,96,Both otoliths broken,NA,JG,full1,NA,lab_motiles
U3147,2017-01-11T00:00:00Z,None,Present,24.9,129,135,NA,NA,JG,full1,NA,lab_motiles
U3148,2017-01-11T00:00:00Z,None,Present,22.5,122,127,NA,NA,JG,full1,NA,lab_motiles
U3149,2017-01-11T00:00:00Z,None,Present,30.3,137,143,NA,NA,JG,full1,NA,lab_motiles
U3150,2017-01-11T00:00:00Z,None,Present,21.9,128,134,NA,NA,JG,full1,NA,lab_motiles
U3151,2017-01-11T00:00:00Z,None,Present,23.3,129,134,NA,NA,JG,full1,NA,lab_motiles
U3152,2017-01-11T00:00:00Z,None,Present,13.8,108,113,NA,NA,JG,full1,NA,lab_motiles
U3231,2017-01-12T00:00:00Z,None,Present,13.8,104,109,NA,NA,CVJ,full1,NA,lab_motiles
U3232,2017-01-12T00:00:00Z,None,Present,23.8,128,134,NA,NA,CVJ,full1,NA,lab_motiles
U3233,2017-01-12T00:00:00Z,None,Present,23.5,127,135,NA,NA,CVJ,full1,NA,lab_motiles
U3234,2017-01-12T00:00:00Z,None,Present,10.6,103,108,NA,NA,CVJ,full1,NA,lab_motiles
U3235,2017-01-12T00:00:00Z,None,Present,15.1,117,123,NA,NA,CVJ,full1,NA,lab_motiles
U3236,2017-01-12T00:00:00Z,None,Present,18.1,117,122,NA,NA,CVJ,full1,NA,lab_motiles
U3153,2017-01-12T00:00:00Z,None,Present,15,112,118,1 broken otlith,NA,JG,full1,NA,lab_motiles
U3154,2017-01-12T00:00:00Z,None,Present,33.3,138,144,NA,NA,JG,full1,NA,lab_motiles
U3155,2017-01-12T00:00:00Z,None,Present,27.8,131,137,Only 1 otolith,NA,JG,full1,NA,lab_motiles
U3156,2017-01-12T00:00:00Z,None,Present,15.4,112,117,NA,NA,JG,full1,NA,lab_motiles
U3157,2017-01-12T00:00:00Z,None,Present,18.8,120,125,NA,"Tiny, pale spleen",JG,full1,NA,lab_motiles
U2542,2017-01-13T00:00:00Z,None,Present,22.1,125,130,NA,NA,BJ,full1,NA,lab_motiles
U2543,2017-01-13T00:00:00Z,None,Present,17.7,119,124,NA,NA,BJ,full1,NA,lab_motiles
U2544,2017-01-13T00:00:00Z,None,Present,18.4,120,125,NA,NA,BJ,full1,NA,lab_motiles
U3237,2017-01-13T00:00:00Z,None,Present,18.7,122,127,NA,NA,CVJ,full1,NA,lab_motiles
U3238,2017-01-13T00:00:00Z,None,Present,21.9,125,130,NA,Small liver,CVJ,full1,NA,lab_motiles
U3239,2017-01-13T00:00:00Z,None,Present,4,74,77,"Tired to take a smear for scales, but the fish was completely scaleless.",NA,CVJ,full1,NA,lab_motiles
U3240,2017-01-13T00:00:00Z,None,Present,25.3,127,136,Brain fell onto metal cool rack. one otolith found.,NA,CVJ,full1,NA,lab_motiles
U3241,2017-01-13T00:00:00Z,None,Present,36.5,140,147,NA,NA,CVJ,full1,NA,lab_motiles
U3242,2017-01-13T00:00:00Z,None,Present,17.4,116,123,Broken otoliths,NA,CVJ,full1,NA,lab_motiles
U3243,2017-01-13T00:00:00Z,None,Present,22.1,126,131,Broken otoliths,NA,CVJ,full1,NA,lab_motiles
U3158,2017-01-13T00:00:00Z,None,Present,20.7,120,126,1 broken otolith,NA,JG,full1,NA,lab_motiles
U3159,2017-01-13T00:00:00Z,None,Present,19.9,123,128,1 broken otolith,Nematode on liver,JG,full1,NA,lab_motiles
U3160,2017-01-13T00:00:00Z,None,Present,39.5,150,152,NA,NA,JG,full1,NA,lab_motiles
U3161,2017-01-13T00:00:00Z,None,Present,26.9,134,140,NA,NA,JG,full1,NA,lab_motiles
U3162,2017-01-13T00:00:00Z,None,Present,18.4,118,123,Heart & liver touched dissection tray & slightly thawed; unable to find spleen; 1 broken otolith,NA,JG,full1,NA,lab_motiles
U3163,2017-01-13T00:00:00Z,None,Present,69.8,180,187,Heart & liver touched dissection tray,NA,JG,full1,NA,lab_motiles
U3164,2017-01-13T00:00:00Z,None,Present,26.2,126,132,Both otoliths broken,NA,JG,full1,NA,lab_motiles
U2666,2017-01-13T00:00:00Z,None,Present,18.5,124,129,Weight after dissected,NA,MF,full1,NA,lab_motiles
U2667,2017-01-13T00:00:00Z,None,Present,26.9,132,136,NA,NA,MF,full1,NA,lab_motiles
U3244,2017-01-14T00:00:00Z,None,Present,23.7,137,143,Broken otoliths,NA,CVJ,full1,NA,lab_motiles
U3245,2017-01-14T00:00:00Z,None,Present,17.5,122,125,Broken otoliths,NA,CVJ,full1,NA,lab_motiles
U3246,2017-01-14T00:00:00Z,None,Present,15.7,115,119,NA,NA,CVJ,full1,NA,lab_motiles
U3247,2017-01-14T00:00:00Z,None,Present,18.9,127,130,NA,NA,CVJ,full1,NA,lab_motiles
U3248,2017-01-14T00:00:00Z,None,Present,11.7,106,113,NA,Pale gills,CVJ,full1,NA,lab_motiles
U3249,2017-01-14T00:00:00Z,None,Present,15.7,116,120,NA,NA,CVJ,full1,NA,lab_motiles
U3250,2017-01-14T00:00:00Z,None,Present,19.1,118,124,NA,NA,CVJ,full1,NA,lab_motiles
U3251,2017-01-14T00:00:00Z,None,Present,16.6,117,122,NA,NA,CVJ,full1,NA,lab_motiles
U3252,2017-01-14T00:00:00Z,None,Present,19.6,128,134,NA,NA,CVJ,full1,NA,lab_motiles
U3253,2017-01-14T00:00:00Z,None,Present,18.5,119,124,NA,NA,CVJ,full1,NA,lab_motiles
U3254,2017-01-14T00:00:00Z,None,Present,23.8,127,134,NA,NA,CVJ,full1,NA,lab_motiles
U3255,2017-01-14T00:00:00Z,None,Present,19.5,117,123,Used metal forcepts for otolith extraction.,Much scale loss on anterior of body.,CVJ,full1,NA,lab_motiles
