seine_id,bm_species,scientificName,bm_status,bm_ageclass,occurrenceID
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1942
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1943
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1944
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1945
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1946
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1947
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1948
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1949
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1950
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1951
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1952
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1953
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1954
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1955
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1956
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1957
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1958
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1959
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1960
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1961
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1962
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1963
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1964
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1965
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1966
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1967
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1968
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1969
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1970
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1971
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1972
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1973
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1974
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1975
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1976
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1977
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1978
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1979
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1980
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1981
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1982
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1983
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1984
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1985
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1986
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1987
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1988
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1989
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1990
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1991
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1992
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1993
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1994
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1995
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1996
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1997
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1998
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-1999
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2000
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2001
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2002
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2003
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2004
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2005
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2006
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2007
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2008
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2009
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2010
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2011
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2012
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2013
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2014
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2015
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2016
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2017
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2018
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2019
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2020
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2021
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2022
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2023
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2024
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2025
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2026
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2027
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2028
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2029
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2030
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2031
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2032
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2033
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2034
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2035
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2036
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2037
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2038
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2039
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2040
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2041
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2042
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2043
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2044
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2045
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2046
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2047
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2048
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2049
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2050
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2051
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2052
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2053
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2054
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2055
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2056
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2057
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2058
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2059
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2060
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2061
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2062
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2063
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2064
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2065
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2066
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2067
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2068
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2069
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2070
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2071
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2072
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2073
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2074
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2075
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2076
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2077
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2078
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2079
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2080
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2081
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2082
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2083
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2084
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2085
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2086
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2087
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2088
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2089
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2090
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2091
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2092
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2093
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2094
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2095
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2096
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2097
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2098
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2099
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2100
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2101
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2102
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2103
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2104
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2105
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2106
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2107
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2108
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2109
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2110
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2111
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2112
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2113
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2114
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2115
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2116
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2117
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2118
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2119
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2120
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2121
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2122
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2123
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2124
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2125
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2126
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2127
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2128
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2129
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2130
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2131
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2132
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2133
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2134
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2135
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2136
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2137
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2138
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2139
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2140
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2141
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2142
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2143
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2144
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2145
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2146
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2147
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2148
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2149
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2150
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2151
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2152
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2153
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2154
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2155
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2156
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2157
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2158
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2159
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2160
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2161
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2162
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2163
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2164
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2165
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2166
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2167
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2168
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2169
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2170
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2171
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2172
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2173
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2174
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2175
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2176
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2177
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2178
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2179
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2180
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2181
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2182
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2183
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2184
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2185
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2186
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2187
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2188
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2189
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2190
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2191
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2192
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2193
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2194
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2195
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2196
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2197
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2198
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2199
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2200
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2201
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2202
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2203
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2204
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2205
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2206
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2207
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2208
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2209
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2210
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2211
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2212
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2213
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2214
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2215
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2216
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2217
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2218
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2219
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2220
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2221
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2222
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2223
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2224
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2225
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2226
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2227
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2228
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2229
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2230
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2231
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2232
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2233
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2234
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2235
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2236
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2237
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2238
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2239
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2240
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2241
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2242
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2243
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2244
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2245
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2246
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2247
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2248
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2249
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2250
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2251
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2252
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2253
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2254
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2255
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2256
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2257
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2258
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2259
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2260
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2261
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2262
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2263
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2264
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2265
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2266
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2267
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2268
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2269
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2270
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2271
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2272
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2273
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2274
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2275
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2276
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2277
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2278
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2279
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2280
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2281
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2282
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2283
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2284
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2285
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2286
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2287
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2288
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2289
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2290
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2291
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2292
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2293
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2294
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2295
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2296
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2297
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2298
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2299
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2300
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2301
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2302
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2303
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2304
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2305
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2306
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2307
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2308
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2309
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2310
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2311
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2312
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2313
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2314
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2315
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2316
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2317
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2318
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2319
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2320
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2321
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2322
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2323
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2324
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2325
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2326
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2327
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2328
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2329
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2330
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2331
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2332
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2333
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2334
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2335
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2336
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2337
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2338
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2339
DE193N1,Pacific herring,Clupea pallasii,B,Y,bycatch-2340
